Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color,Target
Toyota Innova,6.68,13.4,6,Sedan,Diesel,Automatic,New,Sports,White,Not Recommended
Mahindra Thar,24.8,10.4,5,SUV,Diesel,Manual,Used,Sports,Black,Recommended
Hyundai Creta,4.31,23.9,5,SUV,Petrol,Manual,Used,Sports,Blue,Recommended
Hyundai Verna,32.01,15.1,7,Sedan,Petrol,Manual,Used,Sports,Blue,Not Recommended
Mahindra Bolero,5.05,18.6,5,SUV,Electric,Manual,Used,Sports,Blue,Recommended
Honda City,25.11,21.8,4,Hatchback,Petrol,Manual,Used,Sports,White,Not Recommended
Maruti WagonR,16.18,15.4,7,SUV,Diesel,Manual,New,Sports,Red,Not Recommended
Kia Carens,44.34,14.5,5,SUV,Diesel,Manual,Used,Sports,Silver,Recommended
Tata Punch,27.05,16.5,5,SUV,Diesel,Automatic,New,Sports,Red,Not Recommended
Toyota Glanza,25.95,15.8,7,Sedan,Diesel,Automatic,Used,Sports,Blue,Not Recommended
Tata Punch,42.17,12.1,4,SUV,Diesel,Automatic,New,Sports,Blue,Recommended
Maruti Alto,41.7,13.2,4,Sedan,Petrol,Manual,New,Sports,Black,Not Recommended
Kia Carens,13.32,21.4,6,Hatchback,Electric,Automatic,New,Sports,Black,Not Recommended
Hyundai Tucson,20.3,14.5,4,Sedan,Petrol,Automatic,New,Sports,Blue,Not Recommended
Tata Tiago,35.84,10.5,7,Sedan,Electric,Manual,Used,Sports,White,Recommended
Kia Sonet,6.55,14.5,4,Sedan,Electric,Manual,New,Sports,Black,Not Recommended
Hyundai Elantra,27.87,23.6,4,SUV,Electric,Automatic,New,Sports,Blue,Recommended
Kia Carens,11.59,13.9,5,Sedan,Petrol,Automatic,New,Sports,Black,Recommended
Kia Sonet,5.09,10.1,7,Sedan,Diesel,Automatic,New,Sports,Blue,Not Recommended
Kia Carens,5.2,21.2,7,SUV,Petrol,Manual,New,Sports,Red,Not Recommended
Hyundai Aura,31.02,17.6,5,Hatchback,Petrol,Manual,Used,Sports,Black,Recommended
Tata Harrier,39.6,16.8,4,Sedan,Petrol,Manual,Used,Sports,White,Not Recommended
Honda City,32.02,14.2,5,SUV,Diesel,Manual,New,Sports,Blue,Not Recommended
Tata Tigor,13.62,20.0,6,Sedan,Petrol,Automatic,New,Sports,Red,Not Recommended
Honda Amaze,43.81,10.8,6,Sedan,Diesel,Automatic,Used,Sports,Red,Not Recommended
Honda Amaze,26.45,17.4,4,Sedan,Petrol,Automatic,New,Sports,Red,Recommended
Kia Seltos,9.0,22.5,4,SUV,Petrol,Automatic,New,Sports,Silver,Recommended
Tata Nexon,10.25,21.4,6,Sedan,Electric,Manual,New,Sports,Red,Recommended
Toyota Innova,26.32,24.2,7,Sedan,Electric,Automatic,Used,Sports,White,Not Recommended
Hyundai Venue,20.09,18.9,6,SUV,Diesel,Manual,New,Sports,Black,Not Recommended
Toyota Innova,8.27,17.8,6,SUV,Diesel,Automatic,New,Sports,Blue,Recommended
Kia Sonet,6.55,14.5,4,Sedan,Electric,Manual,New,Sports,Black,Not Recommended
Honda City,23.35,16.9,6,Sedan,Electric,Automatic,Used,Sports,Blue,Not Recommended
Honda CR-V,27.86,16.5,4,Hatchback,Diesel,Manual,Used,Sports,Silver,Not Recommended
Tata Harrier,29.28,11.7,5,Hatchback,Petrol,Automatic,New,Sports,Silver,Not Recommended
Honda Jazz,15.77,14.9,5,SUV,Diesel,Automatic,New,Sports,Black,Not Recommended
Maruti WagonR,26.02,23.4,5,Hatchback,Electric,Manual,New,Sports,White,Not Recommended
Mahindra XUV300,30.4,17.6,7,Hatchback,Diesel,Automatic,New,Sports,White,Not Recommended
Honda Civic,20.58,20.2,5,Hatchback,Electric,Automatic,Used,Sports,Blue,Recommended
Kia Seltos,29.59,24.9,6,SUV,Diesel,Automatic,Used,Sports,Red,Not Recommended
Toyota Glanza,11.13,14.8,7,Hatchback,Petrol,Automatic,Used,Sports,Silver,Recommended
Tata Safari,19.11,18.9,7,Hatchback,Diesel,Automatic,New,Sports,Silver,Not Recommended
Hyundai Elantra,25.14,23.2,5,SUV,Electric,Automatic,New,Sports,Red,Not Recommended
Tata Tigor,12.64,16.3,7,SUV,Electric,Manual,Used,Sports,Silver,Not Recommended
Hyundai i20,28.62,17.1,6,Hatchback,Petrol,Automatic,Used,Sports,Red,Not Recommended
Tata Punch,42.71,16.3,5,Sedan,Petrol,Manual,New,Sports,Blue,Recommended
Maruti Swift,5.71,16.6,5,SUV,Petrol,Manual,Used,Sports,White,Not Recommended
Tata Altroz,26.95,24.1,4,Sedan,Petrol,Automatic,New,Sports,Silver,Not Recommended
Tata Nexon,42.79,20.9,4,Hatchback,Electric,Manual,Used,Sports,White,Recommended
Hyundai Verna,42.15,19.8,4,SUV,Diesel,Automatic,Used,Sports,Silver,Not Recommended
Toyota Fortuner,40.0,15.9,4,Hatchback,Petrol,Manual,Used,Sports,Black,Not Recommended
Tata Nexon,42.79,20.9,4,Hatchback,Electric,Manual,Used,Sports,White,Recommended
Hyundai Creta,26.56,16.1,5,SUV,Diesel,Manual,Used,Sports,White,Not Recommended
Toyota Innova,28.49,16.5,6,SUV,Electric,Automatic,New,Sports,Red,Not Recommended
Maruti Dzire,17.08,13.8,7,Hatchback,Electric,Automatic,Used,Sports,Black,Recommended
Kia Sonet,12.46,21.8,4,Sedan,Petrol,Manual,Used,Sports,Silver,Not Recommended
Maruti Dzire,31.89,22.4,7,Hatchback,Petrol,Manual,New,Sports,Red,Not Recommended
Honda Jazz,43.6,17.8,4,SUV,Diesel,Manual,New,Sports,White,Recommended
Honda WR-V,29.02,22.4,6,Hatchback,Diesel,Automatic,Used,Sports,Black,Recommended
Toyota Innova,35.97,14.2,6,Sedan,Diesel,Manual,New,Sports,Red,Not Recommended
Mahindra XUV300,40.93,23.5,7,Hatchback,Diesel,Manual,New,Sports,Black,Not Recommended
Honda City,32.98,19.6,6,SUV,Diesel,Automatic,Used,Sports,Red,Recommended
Maruti Swift,31.37,23.0,6,Sedan,Diesel,Automatic,New,Sports,Blue,Recommended
Maruti Baleno,30.66,15.8,4,Sedan,Diesel,Manual,Used,Sports,Blue,Recommended
Maruti Swift,19.41,17.5,5,SUV,Electric,Manual,New,Sports,White,Not Recommended
Tata Tigor,5.28,22.8,6,Hatchback,Petrol,Automatic,Used,Sports,Black,Not Recommended
Tata Tigor,14.2,10.4,4,Hatchback,Electric,Automatic,New,Sports,Blue,Not Recommended
Mahindra Scorpio,16.02,19.2,4,Hatchback,Electric,Manual,Used,Sports,Red,Recommended
Toyota Innova,36.38,10.0,4,Hatchback,Electric,Automatic,Used,Sports,Silver,Not Recommended
Hyundai Verna,26.47,10.9,7,Sedan,Electric,Automatic,Used,Sports,Silver,Recommended
Tata Nexon,44.87,13.0,4,SUV,Electric,Manual,Used,Sports,Red,Recommended
Maruti Baleno,32.29,24.5,5,Hatchback,Diesel,Manual,Used,Sports,Blue,Recommended
Kia Carnival,28.62,11.3,7,SUV,Petrol,Manual,New,Sports,Blue,Recommended
Honda Amaze,20.48,16.2,6,SUV,Petrol,Automatic,Used,Sports,White,Recommended
Honda City,18.8,21.3,6,Hatchback,Petrol,Automatic,Used,Sports,White,Recommended
Honda CR-V,30.55,10.3,5,Hatchback,Diesel,Automatic,Used,Sports,White,Not Recommended
Honda Civic,13.2,13.0,4,Hatchback,Electric,Automatic,Used,Sports,White,Recommended
Honda Civic,14.13,23.6,7,SUV,Petrol,Automatic,New,Sports,Blue,Recommended
Maruti Brezza,43.72,23.0,4,Sedan,Diesel,Automatic,New,Sports,Silver,Not Recommended
Maruti Baleno,13.79,13.0,4,Sedan,Petrol,Manual,Used,Sports,Red,Recommended
Tata Punch,24.07,17.3,5,Sedan,Diesel,Automatic,New,Sports,Red,Recommended
Kia Carens,31.03,22.8,7,Sedan,Petrol,Automatic,Used,Sports,White,Not Recommended
Honda City,21.64,18.6,5,SUV,Petrol,Manual,Used,Sports,Black,Not Recommended
Tata Altroz,38.87,17.4,6,Sedan,Diesel,Manual,Used,Sports,White,Not Recommended
Tata Nexon,28.29,22.9,5,Hatchback,Electric,Automatic,New,Sports,Silver,Not Recommended
Tata Harrier,25.02,17.8,4,SUV,Diesel,Automatic,New,Sports,White,Not Recommended
Hyundai Venue,32.2,23.1,5,Hatchback,Diesel,Automatic,New,Sports,White,Not Recommended
Tata Punch,6.47,23.4,7,Hatchback,Petrol,Manual,New,Sports,Black,Recommended
Honda Jazz,43.6,17.8,4,SUV,Diesel,Manual,New,Sports,White,Recommended
Honda Jazz,34.21,14.8,6,Sedan,Diesel,Manual,Used,Sports,White,Not Recommended
Mahindra Thar,30.71,21.8,6,Sedan,Petrol,Automatic,Used,Sports,Red,Not Recommended
Toyota Innova,26.72,15.0,5,Hatchback,Electric,Automatic,New,Sports,Blue,Recommended
Hyundai Creta,24.61,18.9,6,SUV,Petrol,Automatic,New,Sports,White,Recommended
Tata Safari,42.42,16.2,4,SUV,Petrol,Automatic,New,Sports,Blue,Not Recommended
Tata Tiago,32.22,20.9,6,Hatchback,Diesel,Manual,Used,Sports,Black,Not Recommended
Toyota Innova,4.91,16.3,4,SUV,Electric,Manual,Used,Sports,Silver,Not Recommended
Hyundai Elantra,27.87,23.6,4,SUV,Electric,Automatic,New,Sports,Blue,Recommended
Kia Seltos,14.64,14.9,6,SUV,Petrol,Automatic,New,Sports,Black,Recommended
Kia Carens,30.09,11.6,7,SUV,Electric,Automatic,Used,Sports,Red,Recommended
Tata Nexon,9.24,24.4,7,SUV,Electric,Automatic,New,Sports,Silver,Recommended
Maruti Baleno,31.21,10.4,4,Sedan,Diesel,Automatic,New,Sports,Black,Not Recommended
Kia Seltos,9.0,22.5,4,SUV,Petrol,Automatic,New,Sports,Silver,Recommended
Kia Carnival,43.48,11.3,4,Hatchback,Electric,Manual,Used,Sports,Red,Recommended
Maruti Dzire,16.15,21.4,4,Hatchback,Diesel,Automatic,New,Sports,Black,Not Recommended
Hyundai Aura,25.78,17.6,7,Sedan,Diesel,Automatic,Used,Sports,Blue,Recommended
Mahindra Thar,25.88,16.6,4,Hatchback,Diesel,Manual,New,Sports,Black,Not Recommended
Maruti Baleno,36.06,16.5,7,Sedan,Petrol,Automatic,Used,Sports,Red,Recommended
Mahindra XUV300,13.5,15.7,5,SUV,Petrol,Manual,Used,Sports,Red,Not Recommended
Toyota Glanza,20.03,22.9,7,SUV,Electric,Automatic,Used,Sports,Blue,Recommended
Honda City,31.21,16.5,6,Sedan,Petrol,Manual,Used,Sports,White,Recommended
Hyundai Elantra,11.26,14.5,6,Hatchback,Diesel,Manual,New,Sports,Blue,Not Recommended
Tata Hexa,11.59,12.4,6,Sedan,Petrol,Manual,Used,Sports,Silver,Recommended
Honda CR-V,22.54,14.4,6,Sedan,Diesel,Automatic,New,Sports,Red,Not Recommended
Mahindra Scorpio,24.04,24.8,5,Sedan,Electric,Automatic,Used,Sports,White,Recommended
Toyota Innova,26.32,24.2,7,Sedan,Electric,Automatic,Used,Sports,White,Not Recommended
Maruti Swift,31.93,12.1,7,Sedan,Electric,Automatic,Used,Sports,White,Recommended
Hyundai Elantra,4.53,15.3,4,SUV,Electric,Automatic,New,Sports,Black,Recommended
Tata Hexa,22.02,21.6,4,SUV,Electric,Automatic,New,Sports,Red,Not Recommended
Hyundai Verna,34.26,21.8,7,Sedan,Petrol,Automatic,New,Sports,Black,Recommended
Honda CR-V,40.02,22.3,4,Hatchback,Electric,Automatic,New,Sports,Black,Recommended
Mahindra Bolero,4.79,18.7,7,SUV,Petrol,Automatic,Used,Sports,White,Recommended
Honda City,32.98,19.6,6,SUV,Diesel,Automatic,Used,Sports,Red,Recommended
Toyota Innova,25.5,12.7,5,Hatchback,Diesel,Manual,Used,Sports,White,Recommended
Hyundai Grand i10,9.78,18.7,6,SUV,Diesel,Automatic,Used,Sports,White,Recommended
Mahindra Scorpio,16.02,19.2,4,Hatchback,Electric,Manual,Used,Sports,Red,Recommended
Honda City,8.77,21.1,5,Hatchback,Petrol,Automatic,New,Sports,Black,Not Recommended
Maruti Swift,5.11,14.5,4,Hatchback,Petrol,Automatic,New,Sports,Red,Not Recommended
Hyundai Creta,24.61,18.9,6,SUV,Petrol,Automatic,New,Sports,White,Recommended
Honda Amaze,37.72,15.7,7,Hatchback,Electric,Automatic,Used,Sports,Silver,Not Recommended
Tata Punch,9.36,24.1,6,Sedan,Electric,Automatic,Used,Sports,Red,Not Recommended
Honda Jazz,38.36,12.9,6,Hatchback,Diesel,Manual,New,Sports,Blue,Not Recommended
Mahindra Scorpio,5.72,20.9,5,Sedan,Electric,Automatic,Used,Sports,Blue,Recommended
Maruti Dzire,35.5,22.1,5,Hatchback,Electric,Manual,New,Sports,Red,Recommended
Honda WR-V,39.61,21.9,4,Hatchback,Petrol,Automatic,New,Sports,White,Not Recommended
Kia Carens,38.9,11.2,6,Hatchback,Petrol,Automatic,New,Sports,Black,Recommended
Tata Safari,23.83,17.3,4,Hatchback,Diesel,Automatic,Used,Sports,Silver,Not Recommended
Hyundai Grand i10,39.59,16.6,4,SUV,Diesel,Automatic,New,Sports,Blue,Recommended
Toyota Innova,15.16,19.2,6,Sedan,Petrol,Manual,Used,Sports,Red,Not Recommended
Hyundai Tucson,11.19,19.0,4,Sedan,Diesel,Manual,Used,Sports,Silver,Not Recommended
Maruti WagonR,15.1,13.2,5,Sedan,Electric,Automatic,Used,Sports,Red,Not Recommended
Mahindra Thar,4.45,12.1,5,Sedan,Petrol,Automatic,New,Sports,Blue,Recommended
Kia Carens,13.32,21.4,6,Hatchback,Electric,Automatic,New,Sports,Black,Not Recommended
Hyundai Elantra,16.93,16.5,4,Hatchback,Petrol,Manual,Used,Sports,Blue,Recommended
Kia Seltos,22.55,19.0,4,Sedan,Diesel,Manual,New,Sports,Black,Recommended
Maruti Dzire,18.42,14.5,5,Hatchback,Electric,Automatic,New,Sports,White,Recommended
Hyundai Aura,31.02,17.6,5,Hatchback,Petrol,Manual,Used,Sports,Black,Recommended
Maruti Swift,40.04,23.6,5,Sedan,Electric,Automatic,New,Sports,Red,Recommended
Hyundai Elantra,35.97,17.3,5,SUV,Electric,Manual,New,Sports,White,Recommended
Maruti Baleno,41.51,11.9,5,Sedan,Diesel,Automatic,Used,Sports,White,Recommended
Honda City,21.64,18.6,5,SUV,Petrol,Manual,Used,Sports,Black,Not Recommended
Maruti Dzire,7.16,19.1,4,Sedan,Electric,Automatic,Used,Sports,Black,Not Recommended
Hyundai Tucson,13.55,11.0,4,Sedan,Petrol,Manual,Used,Sports,Blue,Not Recommended
Toyota Innova,19.71,24.0,4,Sedan,Petrol,Automatic,Used,Sports,Black,Recommended
Honda CR-V,27.78,12.3,7,Sedan,Petrol,Automatic,Used,Sports,Silver,Not Recommended
Mahindra Scorpio,16.02,19.2,4,Hatchback,Electric,Manual,Used,Sports,Red,Recommended
Tata Punch,19.61,19.7,5,Sedan,Electric,Manual,New,Sports,Silver,Not Recommended
Mahindra Bolero,24.38,20.2,4,SUV,Electric,Manual,Used,Sports,Red,Recommended
Tata Nexon,30.4,14.8,6,SUV,Petrol,Manual,Used,Sports,Black,Recommended
Hyundai Elantra,32.49,11.6,6,SUV,Petrol,Automatic,Used,Sports,Black,Not Recommended
Hyundai Grand i10,9.37,19.0,6,Hatchback,Petrol,Manual,New,Sports,Blue,Recommended
Maruti Swift,31.27,13.3,6,Sedan,Diesel,Manual,New,Sports,Black,Recommended
Hyundai Creta,23.92,22.1,4,Sedan,Electric,Automatic,New,Sports,Blue,Recommended
Honda Amaze,17.38,12.1,6,SUV,Electric,Manual,New,Sports,Black,Recommended
Maruti Baleno,5.5,16.1,6,SUV,Diesel,Manual,Used,Sports,Blue,Not Recommended
Maruti Dzire,14.44,16.7,4,Sedan,Diesel,Manual,New,Sports,White,Recommended
Toyota Fortuner,30.72,20.0,6,Sedan,Electric,Manual,Used,Sports,Blue,Recommended
Hyundai Tucson,4.75,17.7,4,Sedan,Electric,Manual,New,Sports,Red,Not Recommended
Mahindra Bolero,7.5,11.8,7,Hatchback,Electric,Manual,Used,Sports,Black,Recommended
Hyundai Aura,12.55,12.0,6,Hatchback,Petrol,Manual,Used,Sports,Red,Not Recommended
Hyundai i20,14.87,20.0,6,Sedan,Electric,Manual,Used,Sports,Silver,Recommended
Mahindra XUV300,17.93,11.7,6,Hatchback,Petrol,Manual,New,Sports,Silver,Recommended
Honda Jazz,33.96,14.7,5,Hatchback,Petrol,Automatic,New,Sports,Black,Not Recommended
Honda Civic,38.23,18.4,7,SUV,Diesel,Manual,Used,Sports,White,Recommended
Honda City,4.75,14.0,7,Sedan,Petrol,Manual,Used,Sports,Blue,Recommended
Toyota Glanza,11.13,14.8,7,Hatchback,Petrol,Automatic,Used,Sports,Silver,Recommended
Kia Carnival,43.48,11.3,4,Hatchback,Electric,Manual,Used,Sports,Red,Recommended
Kia Carens,44.34,14.5,5,SUV,Diesel,Manual,Used,Sports,Silver,Recommended
Honda Civic,29.97,19.6,4,Hatchback,Diesel,Manual,New,Sports,Blue,Recommended
Tata Punch,14.58,16.5,6,Hatchback,Electric,Manual,Used,Sports,Silver,Recommended
Kia Carens,21.18,19.8,4,SUV,Electric,Automatic,New,Sports,Red,Not Recommended
Maruti WagonR,32.27,16.7,5,Hatchback,Diesel,Automatic,New,Sports,Silver,Recommended
Honda WR-V,11.47,22.3,5,Sedan,Electric,Manual,Used,Sports,White,Not Recommended
Honda Jazz,34.21,14.8,6,Sedan,Diesel,Manual,Used,Sports,White,Not Recommended
Hyundai Elantra,38.82,21.7,4,SUV,Electric,Automatic,New,Sports,Black,Not Recommended
Kia Carnival,39.79,23.6,6,Hatchback,Electric,Automatic,Used,Sports,Silver,Recommended
Honda CR-V,21.73,24.6,6,Sedan,Petrol,Automatic,Used,Sports,Red,Not Recommended
Honda WR-V,35.71,15.6,5,Sedan,Electric,Manual,Used,Sports,Blue,Not Recommended
Kia Seltos,29.99,13.4,4,Sedan,Petrol,Manual,New,Sports,Red,Not Recommended
Kia Sonet,37.86,19.8,6,Sedan,Petrol,Manual,New,Sports,Red,Recommended
Hyundai Elantra,29.61,10.1,5,Hatchback,Electric,Manual,Used,Sports,Blue,Recommended
Honda Amaze,11.46,12.5,4,SUV,Petrol,Automatic,Used,Sports,Blue,Recommended
Mahindra Scorpio,8.27,21.4,6,Sedan,Diesel,Automatic,New,Sports,Blue,Recommended
Maruti Baleno,36.42,18.4,7,Hatchback,Electric,Manual,Used,Sports,Silver,Not Recommended
Kia Carnival,8.98,21.7,4,Hatchback,Diesel,Manual,New,Sports,Black,Not Recommended
Hyundai Creta,21.94,12.5,5,Hatchback,Electric,Manual,Used,Sports,Black,Not Recommended
Maruti Alto,34.28,24.5,5,SUV,Electric,Manual,New,Sports,Red,Not Recommended
Maruti Alto,30.39,12.0,5,Sedan,Electric,Manual,Used,Sports,Silver,Recommended
Tata Tigor,14.2,10.4,4,Hatchback,Electric,Automatic,New,Sports,Blue,Not Recommended
Toyota Innova,42.89,18.9,4,Hatchback,Electric,Automatic,New,Sports,White,Not Recommended
Toyota Glanza,21.12,17.0,6,Sedan,Petrol,Manual,New,Sports,Red,Recommended
Tata Harrier,20.24,17.3,7,SUV,Diesel,Automatic,New,Sports,Silver,Not Recommended
Honda WR-V,29.02,22.4,6,Hatchback,Diesel,Automatic,Used,Sports,Black,Recommended
Maruti WagonR,35.2,22.8,5,Sedan,Electric,Automatic,New,Sports,Red,Recommended
Maruti Dzire,26.19,14.4,4,Hatchback,Electric,Manual,New,Sports,Red,Not Recommended
Kia Sonet,21.67,12.3,7,Sedan,Electric,Manual,New,Sports,Red,Recommended
Hyundai Creta,6.47,16.2,6,SUV,Diesel,Manual,New,Sports,White,Not Recommended
Hyundai i20,41.49,22.4,5,SUV,Petrol,Automatic,New,Sports,Red,Recommended
Tata Punch,19.61,19.7,5,Sedan,Electric,Manual,New,Sports,Silver,Not Recommended
Toyota Glanza,23.74,23.6,5,Sedan,Electric,Automatic,New,Sports,Blue,Recommended
Maruti Brezza,36.79,15.3,7,Sedan,Electric,Automatic,Used,Sports,Red,Not Recommended
Maruti Swift,37.45,12.1,4,Hatchback,Diesel,Automatic,Used,Sports,Silver,Not Recommended
Kia Carnival,10.59,17.1,7,SUV,Diesel,Manual,New,Sports,Black,Recommended
Tata Nexon,42.79,20.9,4,Hatchback,Electric,Manual,Used,Sports,White,Recommended
Honda Jazz,11.3,16.6,6,Sedan,Diesel,Automatic,New,Sports,Black,Recommended
Mahindra Scorpio,16.93,13.8,5,SUV,Diesel,Manual,Used,Sports,Blue,Recommended
Honda CR-V,15.96,17.7,6,SUV,Diesel,Manual,Used,Sports,Blue,Not Recommended
Tata Nexon,9.24,24.4,7,SUV,Electric,Automatic,New,Sports,Silver,Recommended
Tata Nexon,16.56,21.2,4,SUV,Electric,Manual,New,Sports,Red,Recommended
Honda Amaze,22.58,19.8,5,Hatchback,Diesel,Manual,Used,Sports,Red,Recommended
Kia Seltos,37.03,13.3,7,SUV,Electric,Automatic,New,Sports,Silver,Recommended
Mahindra Bolero,16.43,21.7,4,SUV,Petrol,Manual,New,Sports,Red,Recommended
Toyota Fortuner,31.22,20.2,7,Hatchback,Petrol,Automatic,New,Sports,Red,Not Recommended
Kia Sonet,21.67,12.3,7,Sedan,Electric,Manual,New,Sports,Red,Recommended
Mahindra Thar,28.4,13.9,4,SUV,Electric,Automatic,New,Sports,Red,Recommended
Mahindra XUV300,37.51,20.5,7,SUV,Diesel,Automatic,Used,Sports,Blue,Recommended
Honda CR-V,43.97,11.7,7,SUV,Electric,Manual,New,Sports,Red,Not Recommended
Kia Seltos,29.59,24.9,6,SUV,Diesel,Automatic,Used,Sports,Red,Not Recommended
Tata Tigor,18.25,20.6,5,Hatchback,Diesel,Automatic,Used,Sports,Red,Recommended
Kia Carnival,34.74,18.2,6,Hatchback,Petrol,Manual,Used,Sports,Blue,Not Recommended
Hyundai Aura,18.54,12.5,7,SUV,Diesel,Automatic,Used,Sports,Black,Recommended
Kia Carens,10.87,11.1,4,Hatchback,Petrol,Automatic,Used,Sports,Silver,Not Recommended
Maruti WagonR,35.31,15.9,4,Hatchback,Electric,Manual,Used,Sports,Blue,Not Recommended
Maruti Alto,36.59,24.4,5,Hatchback,Petrol,Automatic,Used,Sports,White,Not Recommended
Tata Nexon,34.48,22.6,4,Hatchback,Petrol,Automatic,New,Sports,Blue,Not Recommended
Tata Altroz,6.37,19.7,7,SUV,Diesel,Automatic,New,Sports,White,Not Recommended
Toyota Innova,39.4,16.1,6,Hatchback,Electric,Manual,New,Sports,White,Recommended
Honda Jazz,22.51,22.1,4,SUV,Electric,Manual,Used,Sports,Silver,Recommended
