Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
26.19,14.4,4,0.0,1.0,1.0,0.0,0.0,2.0
12.55,12.0,6,0.0,2.0,1.0,1.0,0.0,2.0
9.44,14.2,7,0.0,2.0,1.0,0.0,0.0,3.0
29.15,11.6,5,2.0,1.0,1.0,1.0,0.0,1.0
44.88,23.7,7,0.0,2.0,1.0,0.0,0.0,0.0
42.43,24.1,6,1.0,2.0,1.0,0.0,0.0,4.0
10.23,21.6,7,2.0,1.0,1.0,1.0,0.0,4.0
29.66,11.7,5,0.0,1.0,0.0,0.0,0.0,1.0
21.94,12.5,5,0.0,1.0,1.0,1.0,0.0,0.0
43.81,10.8,6,2.0,0.0,0.0,1.0,0.0,2.0
40.04,23.6,5,2.0,1.0,0.0,0.0,0.0,2.0
12.28,18.1,4,2.0,2.0,1.0,1.0,0.0,4.0
37.72,15.7,7,0.0,1.0,0.0,1.0,0.0,3.0
21.13,16.9,4,0.0,1.0,1.0,1.0,0.0,0.0
11.3,16.6,6,2.0,0.0,0.0,0.0,0.0,0.0
10.87,13.3,7,0.0,0.0,0.0,0.0,0.0,4.0
27.05,16.5,5,1.0,0.0,0.0,0.0,0.0,2.0
9.61,11.0,7,2.0,0.0,1.0,0.0,0.0,4.0
5.73,13.1,7,2.0,2.0,0.0,0.0,0.0,0.0
39.4,16.1,6,0.0,1.0,1.0,0.0,0.0,4.0
44.64,22.3,4,0.0,1.0,0.0,0.0,0.0,0.0
8.27,17.8,6,1.0,0.0,0.0,0.0,0.0,1.0
16.43,15.5,4,0.0,1.0,0.0,1.0,0.0,3.0
29.97,19.6,4,0.0,0.0,1.0,0.0,0.0,1.0
31.93,12.1,7,2.0,1.0,0.0,1.0,0.0,4.0
42.95,21.6,5,2.0,0.0,0.0,0.0,0.0,4.0
36.38,10.0,4,0.0,1.0,0.0,1.0,0.0,3.0
31.37,23.0,6,2.0,0.0,0.0,0.0,0.0,1.0
29.54,14.4,7,1.0,0.0,0.0,1.0,0.0,2.0
35.96,22.0,7,0.0,1.0,1.0,1.0,0.0,2.0
11.11,11.7,7,0.0,2.0,0.0,1.0,0.0,1.0
22.51,22.1,4,1.0,1.0,1.0,1.0,0.0,3.0
13.18,12.8,6,2.0,0.0,0.0,1.0,0.0,4.0
11.37,15.1,5,2.0,1.0,1.0,0.0,0.0,2.0
33.04,20.0,7,0.0,0.0,0.0,0.0,0.0,0.0
16.07,23.3,7,1.0,0.0,0.0,0.0,0.0,2.0
32.59,24.5,5,1.0,2.0,1.0,0.0,0.0,1.0
32.44,20.9,7,0.0,0.0,0.0,1.0,0.0,1.0
28.0,24.8,6,2.0,0.0,0.0,0.0,0.0,2.0
19.57,24.7,7,1.0,0.0,1.0,1.0,0.0,2.0
16.72,23.4,5,2.0,0.0,0.0,1.0,0.0,1.0
13.58,17.8,6,1.0,1.0,1.0,0.0,0.0,1.0
10.5,12.1,6,0.0,2.0,1.0,1.0,0.0,2.0
34.23,17.9,4,0.0,0.0,0.0,0.0,0.0,4.0
14.65,22.8,4,0.0,1.0,1.0,1.0,0.0,3.0
14.56,21.3,5,0.0,2.0,1.0,0.0,0.0,2.0
37.81,22.3,4,0.0,1.0,0.0,0.0,0.0,1.0
42.42,16.2,4,1.0,2.0,0.0,0.0,0.0,1.0
32.11,23.2,5,0.0,1.0,0.0,0.0,0.0,2.0
11.17,18.0,4,2.0,1.0,0.0,0.0,0.0,2.0
20.27,19.2,5,2.0,0.0,0.0,1.0,0.0,4.0
5.39,20.0,4,1.0,2.0,1.0,1.0,0.0,2.0
18.26,18.1,4,2.0,0.0,1.0,0.0,0.0,3.0
7.85,18.1,6,2.0,2.0,0.0,1.0,0.0,0.0
6.47,16.2,6,1.0,0.0,1.0,0.0,0.0,4.0
44.5,23.2,7,0.0,0.0,0.0,1.0,0.0,1.0
19.57,24.7,7,1.0,0.0,1.0,1.0,0.0,2.0
20.3,14.5,4,2.0,2.0,0.0,0.0,0.0,1.0
6.13,17.7,5,0.0,2.0,1.0,1.0,0.0,0.0
44.98,19.3,5,0.0,2.0,0.0,1.0,0.0,0.0
33.37,11.1,6,1.0,1.0,1.0,1.0,0.0,2.0
23.98,10.0,6,0.0,1.0,1.0,1.0,0.0,4.0
11.26,14.5,6,0.0,0.0,1.0,0.0,0.0,1.0
38.64,24.9,6,1.0,1.0,1.0,0.0,0.0,2.0
7.75,16.6,7,0.0,2.0,0.0,1.0,0.0,3.0
44.68,19.1,5,0.0,1.0,1.0,1.0,0.0,0.0
22.85,15.6,7,2.0,0.0,0.0,0.0,0.0,1.0
20.68,10.6,5,1.0,2.0,0.0,1.0,0.0,4.0
33.06,16.9,6,0.0,1.0,0.0,1.0,0.0,3.0
5.33,22.5,7,2.0,2.0,0.0,0.0,0.0,0.0
29.15,11.6,5,2.0,1.0,1.0,1.0,0.0,1.0
10.96,16.5,4,2.0,0.0,0.0,1.0,0.0,4.0
18.86,15.1,7,0.0,2.0,1.0,1.0,0.0,3.0
26.53,21.6,5,2.0,2.0,0.0,0.0,0.0,4.0
22.92,24.7,5,2.0,1.0,1.0,1.0,0.0,2.0
36.78,21.5,4,2.0,0.0,1.0,0.0,0.0,0.0
44.01,22.4,4,1.0,1.0,0.0,1.0,0.0,4.0
40.97,22.7,6,2.0,0.0,1.0,0.0,0.0,4.0
29.28,11.7,5,0.0,2.0,0.0,0.0,0.0,3.0
38.9,11.2,6,0.0,2.0,0.0,0.0,0.0,0.0
27.79,22.8,6,2.0,1.0,1.0,0.0,0.0,3.0
12.74,23.5,5,1.0,0.0,1.0,1.0,0.0,2.0
37.19,16.3,6,0.0,0.0,0.0,1.0,0.0,3.0
40.33,22.9,6,0.0,1.0,0.0,0.0,0.0,2.0
16.43,15.5,4,0.0,1.0,0.0,1.0,0.0,3.0
15.84,18.6,6,2.0,1.0,1.0,0.0,0.0,1.0
16.11,17.5,7,2.0,2.0,1.0,1.0,0.0,4.0
4.75,17.7,4,2.0,1.0,1.0,0.0,0.0,2.0
30.66,14.4,6,1.0,0.0,1.0,1.0,0.0,3.0
37.73,16.0,6,2.0,2.0,0.0,1.0,0.0,4.0
10.15,12.0,4,1.0,1.0,0.0,1.0,0.0,1.0
37.37,13.7,6,0.0,0.0,0.0,1.0,0.0,2.0
14.06,22.6,4,0.0,0.0,1.0,0.0,0.0,4.0
37.53,14.1,7,2.0,2.0,0.0,0.0,0.0,3.0
23.83,17.3,4,0.0,0.0,0.0,1.0,0.0,3.0
38.82,21.7,4,1.0,1.0,0.0,0.0,0.0,0.0
25.28,17.7,6,1.0,1.0,1.0,0.0,0.0,2.0
40.69,23.1,4,2.0,1.0,0.0,1.0,0.0,3.0
44.49,18.9,7,0.0,2.0,0.0,0.0,0.0,0.0
10.36,10.6,7,2.0,0.0,1.0,0.0,0.0,3.0
33.74,23.1,6,0.0,2.0,1.0,1.0,0.0,2.0
33.48,12.8,7,0.0,1.0,0.0,1.0,0.0,2.0
36.71,11.9,5,0.0,2.0,0.0,1.0,0.0,1.0
25.88,16.6,4,0.0,0.0,1.0,0.0,0.0,0.0
12.86,14.0,4,1.0,0.0,0.0,1.0,0.0,4.0
38.12,19.5,7,0.0,2.0,1.0,0.0,0.0,4.0
24.0,23.4,6,0.0,0.0,0.0,0.0,0.0,3.0
10.25,21.4,6,2.0,1.0,1.0,0.0,0.0,2.0
18.36,15.9,4,2.0,2.0,1.0,1.0,0.0,0.0
7.32,18.4,4,1.0,1.0,0.0,0.0,0.0,4.0
13.1,18.5,7,1.0,1.0,1.0,0.0,0.0,3.0
25.53,21.5,6,0.0,1.0,1.0,0.0,0.0,2.0
9.74,16.2,5,0.0,2.0,1.0,0.0,0.0,4.0
29.57,19.7,5,2.0,0.0,1.0,1.0,0.0,2.0
27.16,22.6,4,1.0,0.0,0.0,1.0,0.0,3.0
24.37,16.7,7,0.0,1.0,1.0,1.0,0.0,1.0
27.39,15.2,4,1.0,0.0,0.0,1.0,0.0,2.0
13.51,11.8,5,2.0,0.0,0.0,1.0,0.0,4.0
43.76,20.6,7,1.0,1.0,1.0,1.0,0.0,2.0
37.12,12.0,7,2.0,0.0,0.0,1.0,0.0,2.0
26.53,21.6,5,2.0,2.0,0.0,0.0,0.0,4.0
9.38,11.0,4,1.0,0.0,0.0,0.0,0.0,3.0
41.83,11.9,6,1.0,1.0,1.0,1.0,0.0,4.0
39.03,20.4,6,2.0,1.0,0.0,0.0,0.0,4.0
33.28,11.3,6,1.0,1.0,1.0,0.0,0.0,2.0
36.81,14.1,4,2.0,2.0,0.0,1.0,0.0,0.0
42.89,18.9,4,0.0,1.0,0.0,0.0,0.0,4.0
36.92,10.1,4,1.0,0.0,1.0,0.0,0.0,2.0
18.38,20.0,7,0.0,2.0,0.0,1.0,0.0,3.0
34.74,18.2,6,0.0,2.0,1.0,1.0,0.0,1.0
36.06,16.5,7,2.0,2.0,0.0,1.0,0.0,2.0
5.64,10.2,6,1.0,2.0,0.0,0.0,0.0,2.0
22.84,11.1,4,2.0,0.0,0.0,0.0,0.0,4.0
10.25,21.4,6,2.0,1.0,1.0,0.0,0.0,2.0
35.17,22.2,6,1.0,1.0,1.0,1.0,0.0,0.0
39.27,15.8,6,2.0,1.0,1.0,1.0,0.0,1.0
44.45,14.3,6,2.0,1.0,0.0,1.0,0.0,1.0
32.54,14.2,6,0.0,1.0,0.0,1.0,0.0,2.0
14.65,22.8,4,0.0,1.0,1.0,1.0,0.0,3.0
24.16,16.5,7,2.0,1.0,1.0,1.0,0.0,0.0
40.9,12.2,6,2.0,0.0,0.0,1.0,0.0,4.0
32.55,15.2,7,0.0,1.0,0.0,0.0,0.0,1.0
19.66,15.4,5,1.0,0.0,1.0,0.0,0.0,1.0
27.16,22.6,4,1.0,0.0,0.0,1.0,0.0,3.0
44.64,22.1,4,0.0,2.0,1.0,1.0,0.0,3.0
35.96,22.0,7,0.0,1.0,1.0,1.0,0.0,2.0
26.02,23.4,5,0.0,1.0,1.0,0.0,0.0,4.0
36.8,12.4,6,0.0,1.0,1.0,1.0,0.0,0.0
31.61,12.3,7,2.0,2.0,0.0,0.0,0.0,1.0
14.75,24.1,4,1.0,2.0,1.0,1.0,0.0,4.0
18.55,14.8,4,2.0,2.0,0.0,0.0,0.0,4.0
29.4,10.3,4,0.0,1.0,1.0,0.0,0.0,2.0
29.22,19.5,4,2.0,1.0,0.0,1.0,0.0,2.0
44.68,19.1,5,0.0,1.0,1.0,1.0,0.0,0.0
42.69,13.6,6,0.0,0.0,0.0,0.0,0.0,4.0
32.21,10.7,6,0.0,0.0,1.0,0.0,0.0,2.0
21.28,21.2,6,0.0,2.0,0.0,0.0,0.0,4.0
13.29,21.2,6,2.0,0.0,0.0,1.0,0.0,3.0
9.28,19.3,6,2.0,0.0,1.0,0.0,0.0,1.0
33.61,11.5,4,0.0,1.0,1.0,1.0,0.0,0.0
12.03,19.4,4,1.0,0.0,0.0,1.0,0.0,1.0
7.37,18.5,4,2.0,2.0,1.0,0.0,0.0,3.0
32.6,20.7,4,0.0,1.0,1.0,1.0,0.0,0.0
24.43,10.8,4,2.0,2.0,0.0,1.0,0.0,3.0
29.3,19.7,7,2.0,1.0,0.0,0.0,0.0,4.0
39.59,20.7,7,0.0,2.0,1.0,1.0,0.0,3.0
29.36,11.5,7,0.0,2.0,0.0,1.0,0.0,2.0
25.78,17.6,7,2.0,0.0,0.0,1.0,0.0,1.0
19.96,15.8,4,0.0,2.0,0.0,0.0,0.0,1.0
27.16,22.6,4,1.0,0.0,0.0,1.0,0.0,3.0
31.37,13.5,4,2.0,2.0,0.0,0.0,0.0,0.0
6.76,13.9,7,1.0,2.0,1.0,1.0,0.0,4.0
14.52,19.2,4,1.0,1.0,1.0,0.0,0.0,1.0
28.29,22.9,5,0.0,1.0,0.0,0.0,0.0,3.0
23.07,21.8,6,0.0,2.0,0.0,0.0,0.0,2.0
13.18,12.8,6,2.0,0.0,0.0,1.0,0.0,4.0
34.28,24.5,5,1.0,1.0,1.0,0.0,0.0,2.0
5.33,22.5,7,2.0,2.0,0.0,0.0,0.0,0.0
37.19,16.3,6,0.0,0.0,0.0,1.0,0.0,3.0
12.55,12.0,6,0.0,2.0,1.0,1.0,0.0,2.0
8.83,17.5,4,2.0,2.0,0.0,1.0,0.0,1.0
30.4,14.8,6,1.0,2.0,1.0,1.0,0.0,0.0
26.56,16.1,5,1.0,0.0,1.0,1.0,0.0,4.0
5.73,13.1,7,2.0,2.0,0.0,0.0,0.0,0.0
34.21,14.8,6,2.0,0.0,1.0,1.0,0.0,4.0
21.17,25.0,5,1.0,0.0,1.0,0.0,0.0,4.0
42.43,24.1,6,1.0,2.0,1.0,0.0,0.0,4.0
34.75,22.2,6,0.0,1.0,1.0,1.0,0.0,4.0
17.31,16.9,4,0.0,0.0,1.0,1.0,0.0,2.0
43.02,24.3,5,2.0,0.0,0.0,1.0,0.0,0.0
16.49,14.3,7,0.0,2.0,0.0,1.0,0.0,3.0
25.58,14.1,4,1.0,1.0,1.0,0.0,0.0,2.0
11.24,21.9,5,2.0,0.0,1.0,0.0,0.0,4.0
33.81,15.3,4,2.0,1.0,0.0,0.0,0.0,2.0
10.31,24.8,7,2.0,0.0,0.0,0.0,0.0,1.0
5.88,11.7,5,2.0,2.0,1.0,0.0,0.0,4.0
36.87,19.3,5,0.0,0.0,0.0,0.0,0.0,0.0
40.25,24.2,5,0.0,2.0,1.0,0.0,0.0,2.0
25.5,12.7,5,0.0,0.0,1.0,1.0,0.0,4.0
7.32,15.5,4,1.0,2.0,1.0,0.0,0.0,0.0
9.61,11.0,7,2.0,0.0,1.0,0.0,0.0,4.0
18.86,15.1,7,0.0,2.0,1.0,1.0,0.0,3.0
35.76,13.3,5,1.0,2.0,1.0,0.0,0.0,1.0
35.61,18.7,5,2.0,0.0,0.0,1.0,0.0,1.0
37.98,15.2,5,0.0,2.0,1.0,0.0,0.0,1.0
42.41,22.5,6,0.0,0.0,0.0,1.0,0.0,4.0
39.6,16.8,4,2.0,2.0,1.0,1.0,0.0,4.0
5.52,13.0,4,2.0,1.0,0.0,1.0,0.0,4.0
9.54,14.7,4,0.0,1.0,0.0,1.0,0.0,3.0
4.75,14.0,7,2.0,2.0,1.0,1.0,0.0,1.0
40.44,22.1,5,1.0,1.0,1.0,0.0,0.0,2.0
39.79,23.6,6,0.0,1.0,0.0,1.0,0.0,3.0
33.07,19.9,7,0.0,2.0,0.0,0.0,0.0,1.0
8.16,15.4,7,1.0,1.0,0.0,1.0,0.0,0.0
39.08,16.0,5,0.0,2.0,0.0,1.0,0.0,0.0
40.7,13.6,7,2.0,2.0,0.0,0.0,0.0,1.0
25.69,17.3,5,0.0,1.0,1.0,0.0,0.0,3.0
22.47,15.8,6,0.0,1.0,0.0,0.0,0.0,4.0
37.59,22.1,6,0.0,2.0,0.0,0.0,0.0,4.0
13.05,14.6,4,2.0,2.0,0.0,0.0,0.0,2.0
13.03,17.9,6,1.0,0.0,0.0,0.0,0.0,1.0
9.43,15.1,5,2.0,1.0,0.0,0.0,0.0,2.0
5.52,13.0,4,2.0,1.0,0.0,1.0,0.0,4.0
17.81,24.3,6,2.0,0.0,0.0,1.0,0.0,3.0
26.45,17.4,4,2.0,2.0,0.0,0.0,0.0,2.0
42.79,20.9,4,0.0,1.0,1.0,1.0,0.0,4.0
21.98,19.2,7,2.0,0.0,0.0,1.0,0.0,1.0
32.01,15.1,7,2.0,2.0,1.0,1.0,0.0,1.0
39.08,16.0,5,0.0,2.0,0.0,1.0,0.0,0.0
42.73,18.1,6,1.0,2.0,1.0,0.0,0.0,0.0
19.28,23.2,5,1.0,1.0,0.0,0.0,0.0,2.0
20.96,21.1,4,1.0,2.0,0.0,0.0,0.0,0.0
29.59,24.9,6,1.0,0.0,0.0,1.0,0.0,2.0
23.52,10.4,4,2.0,2.0,0.0,1.0,0.0,0.0
9.61,11.0,7,2.0,0.0,1.0,0.0,0.0,4.0
33.37,11.1,6,1.0,1.0,1.0,1.0,0.0,2.0
13.47,20.3,7,2.0,1.0,1.0,0.0,0.0,3.0
14.65,12.2,5,0.0,1.0,0.0,0.0,0.0,3.0
34.86,13.6,5,2.0,0.0,0.0,0.0,0.0,3.0
44.76,15.4,4,1.0,1.0,1.0,1.0,0.0,0.0
38.62,10.1,6,2.0,0.0,1.0,1.0,0.0,4.0
18.77,10.8,4,0.0,1.0,1.0,1.0,0.0,0.0
20.15,24.9,4,1.0,0.0,1.0,0.0,0.0,3.0
8.38,21.5,5,1.0,0.0,0.0,1.0,0.0,1.0
22.19,22.5,5,2.0,1.0,0.0,0.0,0.0,4.0
40.9,12.2,6,2.0,0.0,0.0,1.0,0.0,4.0
12.55,12.0,6,0.0,2.0,1.0,1.0,0.0,2.0
33.96,14.7,5,0.0,2.0,0.0,0.0,0.0,0.0
26.41,19.7,4,1.0,1.0,0.0,0.0,0.0,4.0
20.09,18.9,6,1.0,0.0,1.0,0.0,0.0,0.0
27.9,10.5,4,0.0,2.0,0.0,1.0,0.0,0.0
30.4,14.8,6,1.0,2.0,1.0,1.0,0.0,0.0
36.19,14.1,5,2.0,2.0,0.0,0.0,0.0,0.0
39.79,23.6,6,0.0,1.0,0.0,1.0,0.0,3.0
44.88,23.7,7,0.0,2.0,1.0,0.0,0.0,0.0
6.76,13.9,7,1.0,2.0,1.0,1.0,0.0,4.0
44.76,15.4,4,1.0,1.0,1.0,1.0,0.0,0.0
42.99,20.6,5,2.0,1.0,0.0,1.0,0.0,4.0
22.4,15.6,6,2.0,1.0,0.0,0.0,0.0,3.0
31.34,14.3,6,1.0,1.0,0.0,0.0,0.0,2.0
18.38,20.0,7,0.0,2.0,0.0,1.0,0.0,3.0
30.71,21.8,6,2.0,2.0,0.0,1.0,0.0,2.0
36.92,10.1,4,1.0,0.0,1.0,0.0,0.0,2.0
37.52,14.7,4,1.0,1.0,0.0,0.0,0.0,2.0
21.28,10.8,4,0.0,0.0,0.0,0.0,0.0,3.0
23.98,10.0,6,0.0,1.0,1.0,1.0,0.0,4.0
42.96,10.9,7,2.0,1.0,0.0,1.0,0.0,3.0
43.91,16.9,6,1.0,1.0,1.0,1.0,0.0,2.0
25.02,17.8,4,1.0,0.0,0.0,0.0,0.0,4.0
31.07,13.7,4,1.0,2.0,1.0,1.0,0.0,2.0
10.82,19.5,5,0.0,0.0,1.0,1.0,0.0,1.0
11.44,21.3,7,0.0,1.0,0.0,1.0,0.0,1.0
28.05,16.1,4,1.0,0.0,1.0,0.0,0.0,3.0
12.69,24.3,6,1.0,1.0,0.0,1.0,0.0,2.0
38.9,11.2,6,0.0,2.0,0.0,0.0,0.0,0.0
5.28,22.8,6,0.0,2.0,0.0,1.0,0.0,0.0
5.62,19.8,5,1.0,2.0,0.0,1.0,0.0,1.0
32.27,17.7,4,0.0,2.0,1.0,1.0,0.0,4.0
5.48,13.1,4,0.0,2.0,0.0,1.0,0.0,4.0
12.82,20.1,5,1.0,2.0,1.0,1.0,0.0,0.0
44.64,22.3,4,0.0,1.0,0.0,0.0,0.0,0.0
26.14,10.9,4,0.0,1.0,1.0,0.0,0.0,2.0
23.35,16.9,6,2.0,1.0,0.0,1.0,0.0,1.0
14.99,23.1,6,0.0,0.0,0.0,0.0,0.0,4.0
15.06,17.3,4,1.0,2.0,1.0,0.0,0.0,2.0
18.54,12.5,7,1.0,0.0,0.0,1.0,0.0,0.0
24.32,11.2,7,0.0,0.0,1.0,1.0,0.0,0.0
39.82,10.9,4,1.0,1.0,0.0,0.0,0.0,3.0
11.04,20.1,6,0.0,0.0,0.0,0.0,0.0,2.0
28.05,16.1,4,1.0,0.0,1.0,0.0,0.0,3.0
26.72,15.0,5,0.0,1.0,0.0,0.0,0.0,1.0
31.74,19.4,6,1.0,0.0,1.0,0.0,0.0,3.0
32.8,15.4,5,0.0,0.0,1.0,0.0,0.0,1.0
25.97,20.3,6,0.0,1.0,0.0,0.0,0.0,2.0
36.59,24.4,5,0.0,2.0,0.0,1.0,0.0,4.0
7.01,12.5,6,1.0,2.0,0.0,0.0,0.0,4.0
27.9,10.5,4,0.0,2.0,0.0,1.0,0.0,0.0
4.24,12.2,6,2.0,1.0,0.0,1.0,0.0,1.0
24.38,14.1,6,0.0,2.0,1.0,1.0,0.0,1.0
6.73,24.3,5,2.0,1.0,0.0,1.0,0.0,1.0
