Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
19.41,17.5,5,1.0,1.0,1.0,0.0,,4.0
5.28,22.8,6,0.0,2.0,0.0,1.0,,0.0
14.2,10.4,4,0.0,1.0,0.0,0.0,,1.0
16.02,19.2,4,0.0,1.0,1.0,1.0,,2.0
36.38,10.0,4,0.0,1.0,0.0,1.0,,3.0
26.47,10.9,7,2.0,1.0,0.0,1.0,,3.0
44.87,13.0,4,1.0,1.0,1.0,1.0,,2.0
32.29,24.5,5,0.0,0.0,1.0,1.0,,1.0
28.62,11.3,7,1.0,2.0,1.0,0.0,,1.0
20.48,16.2,6,1.0,2.0,0.0,1.0,,4.0
18.8,21.3,6,0.0,2.0,0.0,1.0,,4.0
30.55,10.3,5,0.0,0.0,0.0,1.0,,4.0
13.2,13.0,4,0.0,1.0,0.0,1.0,,4.0
14.13,23.6,7,1.0,2.0,0.0,0.0,,1.0
43.72,23.0,4,2.0,0.0,0.0,0.0,,3.0
13.79,13.0,4,2.0,2.0,1.0,1.0,,2.0
24.07,17.3,5,2.0,0.0,0.0,0.0,,2.0
31.03,22.8,7,2.0,2.0,0.0,1.0,,4.0
21.64,18.6,5,1.0,2.0,1.0,1.0,,0.0
38.87,17.4,6,2.0,0.0,1.0,1.0,,4.0
28.29,22.9,5,0.0,1.0,0.0,0.0,,3.0
25.02,17.8,4,1.0,0.0,0.0,0.0,,4.0
32.2,23.1,5,0.0,0.0,0.0,0.0,,4.0
6.47,23.4,7,0.0,2.0,1.0,0.0,,0.0
43.6,17.8,4,1.0,0.0,1.0,0.0,,4.0
34.21,14.8,6,2.0,0.0,1.0,1.0,,4.0
30.71,21.8,6,2.0,2.0,0.0,1.0,,2.0
26.72,15.0,5,0.0,1.0,0.0,0.0,,1.0
24.61,18.9,6,1.0,2.0,0.0,0.0,,4.0
42.42,16.2,4,1.0,2.0,0.0,0.0,,1.0
32.22,20.9,6,0.0,0.0,1.0,1.0,,0.0
4.91,16.3,4,1.0,1.0,1.0,1.0,,3.0
27.87,23.6,4,1.0,1.0,0.0,0.0,,1.0
14.64,14.9,6,1.0,2.0,0.0,0.0,,0.0
30.09,11.6,7,1.0,1.0,0.0,1.0,,2.0
9.24,24.4,7,1.0,1.0,0.0,0.0,,3.0
31.21,10.4,4,2.0,0.0,0.0,0.0,,0.0
9.0,22.5,4,1.0,2.0,0.0,0.0,,3.0
43.48,11.3,4,0.0,1.0,1.0,1.0,,2.0
16.15,21.4,4,0.0,0.0,0.0,0.0,,0.0
25.78,17.6,7,2.0,0.0,0.0,1.0,,1.0
25.88,16.6,4,0.0,0.0,1.0,0.0,,0.0
36.06,16.5,7,2.0,2.0,0.0,1.0,,2.0
13.5,15.7,5,1.0,2.0,1.0,1.0,,2.0
20.03,22.9,7,1.0,1.0,0.0,1.0,,1.0
31.21,16.5,6,2.0,2.0,1.0,1.0,,4.0
11.26,14.5,6,0.0,0.0,1.0,0.0,,1.0
11.59,12.4,6,2.0,2.0,1.0,1.0,,3.0
22.54,14.4,6,2.0,0.0,0.0,0.0,,2.0
24.04,24.8,5,2.0,1.0,0.0,1.0,,4.0
26.32,24.2,7,2.0,1.0,0.0,1.0,,4.0
31.93,12.1,7,2.0,1.0,0.0,1.0,,4.0
4.53,15.3,4,1.0,1.0,0.0,0.0,,0.0
22.02,21.6,4,1.0,1.0,0.0,0.0,,2.0
34.26,21.8,7,2.0,2.0,0.0,0.0,,0.0
40.02,22.3,4,0.0,1.0,0.0,0.0,,0.0
4.79,18.7,7,1.0,2.0,0.0,1.0,,4.0
32.98,19.6,6,1.0,0.0,0.0,1.0,,2.0
25.5,12.7,5,0.0,0.0,1.0,1.0,,4.0
9.78,18.7,6,1.0,0.0,0.0,1.0,,4.0
16.02,19.2,4,0.0,1.0,1.0,1.0,,2.0
8.77,21.1,5,0.0,2.0,0.0,0.0,,0.0
5.11,14.5,4,0.0,2.0,0.0,0.0,,2.0
24.61,18.9,6,1.0,2.0,0.0,0.0,,4.0
37.72,15.7,7,0.0,1.0,0.0,1.0,,3.0
9.36,24.1,6,2.0,1.0,0.0,1.0,,2.0
38.36,12.9,6,0.0,0.0,1.0,0.0,,1.0
5.72,20.9,5,2.0,1.0,0.0,1.0,,1.0
35.5,22.1,5,0.0,1.0,1.0,0.0,,2.0
39.61,21.9,4,0.0,2.0,0.0,0.0,,4.0
38.9,11.2,6,0.0,2.0,0.0,0.0,,0.0
23.83,17.3,4,0.0,0.0,0.0,1.0,,3.0
39.59,16.6,4,1.0,0.0,0.0,0.0,,1.0
15.16,19.2,6,2.0,2.0,1.0,1.0,,2.0
11.19,19.0,4,2.0,0.0,1.0,1.0,,3.0
15.1,13.2,5,2.0,1.0,0.0,1.0,,2.0
4.45,12.1,5,2.0,2.0,0.0,0.0,,1.0
13.32,21.4,6,0.0,1.0,0.0,0.0,,0.0
16.93,16.5,4,0.0,2.0,1.0,1.0,,1.0
22.55,19.0,4,2.0,0.0,1.0,0.0,,0.0
18.42,14.5,5,0.0,1.0,0.0,0.0,,4.0
31.02,17.6,5,0.0,2.0,1.0,1.0,,0.0
40.04,23.6,5,2.0,1.0,0.0,0.0,,2.0
35.97,17.3,5,1.0,1.0,1.0,0.0,,4.0
41.51,11.9,5,2.0,0.0,0.0,1.0,,4.0
21.64,18.6,5,1.0,2.0,1.0,1.0,,0.0
7.16,19.1,4,2.0,1.0,0.0,1.0,,0.0
13.55,11.0,4,2.0,2.0,1.0,1.0,,1.0
19.71,24.0,4,2.0,2.0,0.0,1.0,,0.0
27.78,12.3,7,2.0,2.0,0.0,1.0,,3.0
16.02,19.2,4,0.0,1.0,1.0,1.0,,2.0
19.61,19.7,5,2.0,1.0,1.0,0.0,,3.0
24.38,20.2,4,1.0,1.0,1.0,1.0,,2.0
30.4,14.8,6,1.0,2.0,1.0,1.0,,0.0
32.49,11.6,6,1.0,2.0,0.0,1.0,,0.0
9.37,19.0,6,0.0,2.0,1.0,0.0,,1.0
31.27,13.3,6,2.0,0.0,1.0,0.0,,0.0
23.92,22.1,4,2.0,1.0,0.0,0.0,,1.0
17.38,12.1,6,1.0,1.0,1.0,0.0,,0.0
5.5,16.1,6,1.0,0.0,1.0,1.0,,1.0
14.44,16.7,4,2.0,0.0,1.0,0.0,,4.0
30.72,20.0,6,2.0,1.0,1.0,1.0,,1.0
4.75,17.7,4,2.0,1.0,1.0,0.0,,2.0
7.5,11.8,7,0.0,1.0,1.0,1.0,,0.0
12.55,12.0,6,0.0,2.0,1.0,1.0,,2.0
14.87,20.0,6,2.0,1.0,1.0,1.0,,3.0
17.93,11.7,6,0.0,2.0,1.0,0.0,,3.0
33.96,14.7,5,0.0,2.0,0.0,0.0,,0.0
38.23,18.4,7,1.0,0.0,1.0,1.0,,4.0
4.75,14.0,7,2.0,2.0,1.0,1.0,,1.0
11.13,14.8,7,0.0,2.0,0.0,1.0,,3.0
43.48,11.3,4,0.0,1.0,1.0,1.0,,2.0
44.34,14.5,5,1.0,0.0,1.0,1.0,,3.0
29.97,19.6,4,0.0,0.0,1.0,0.0,,1.0
14.58,16.5,6,0.0,1.0,1.0,1.0,,3.0
21.18,19.8,4,1.0,1.0,0.0,0.0,,2.0
32.27,16.7,5,0.0,0.0,0.0,0.0,,3.0
11.47,22.3,5,2.0,1.0,1.0,1.0,,4.0
34.21,14.8,6,2.0,0.0,1.0,1.0,,4.0
38.82,21.7,4,1.0,1.0,0.0,0.0,,0.0
39.79,23.6,6,0.0,1.0,0.0,1.0,,3.0
21.73,24.6,6,2.0,2.0,0.0,1.0,,2.0
35.71,15.6,5,2.0,1.0,1.0,1.0,,1.0
29.99,13.4,4,2.0,2.0,1.0,0.0,,2.0
37.86,19.8,6,2.0,2.0,1.0,0.0,,2.0
29.61,10.1,5,0.0,1.0,1.0,1.0,,1.0
11.46,12.5,4,1.0,2.0,0.0,1.0,,1.0
8.27,21.4,6,2.0,0.0,0.0,0.0,,1.0
36.42,18.4,7,0.0,1.0,1.0,1.0,,3.0
8.98,21.7,4,0.0,0.0,1.0,0.0,,0.0
21.94,12.5,5,0.0,1.0,1.0,1.0,,0.0
34.28,24.5,5,1.0,1.0,1.0,0.0,,2.0
30.39,12.0,5,2.0,1.0,1.0,1.0,,3.0
14.2,10.4,4,0.0,1.0,0.0,0.0,,1.0
42.89,18.9,4,0.0,1.0,0.0,0.0,,4.0
21.12,17.0,6,2.0,2.0,1.0,0.0,,2.0
20.24,17.3,7,1.0,0.0,0.0,0.0,,3.0
29.02,22.4,6,0.0,0.0,0.0,1.0,,0.0
35.2,22.8,5,2.0,1.0,0.0,0.0,,2.0
26.19,14.4,4,0.0,1.0,1.0,0.0,,2.0
21.67,12.3,7,2.0,1.0,1.0,0.0,,2.0
6.47,16.2,6,1.0,0.0,1.0,0.0,,4.0
41.49,22.4,5,1.0,2.0,0.0,0.0,,2.0
19.61,19.7,5,2.0,1.0,1.0,0.0,,3.0
23.74,23.6,5,2.0,1.0,0.0,0.0,,1.0
36.79,15.3,7,2.0,1.0,0.0,1.0,,2.0
37.45,12.1,4,0.0,0.0,0.0,1.0,,3.0
10.59,17.1,7,1.0,0.0,1.0,0.0,,0.0
42.79,20.9,4,0.0,1.0,1.0,1.0,,4.0
11.3,16.6,6,2.0,0.0,0.0,0.0,,0.0
16.93,13.8,5,1.0,0.0,1.0,1.0,,1.0
15.96,17.7,6,1.0,0.0,1.0,1.0,,1.0
9.24,24.4,7,1.0,1.0,0.0,0.0,,3.0
16.56,21.2,4,1.0,1.0,1.0,0.0,,2.0
22.58,19.8,5,0.0,0.0,1.0,1.0,,2.0
37.03,13.3,7,1.0,1.0,0.0,0.0,,3.0
16.43,21.7,4,1.0,2.0,1.0,0.0,,2.0
31.22,20.2,7,0.0,2.0,0.0,0.0,,2.0
21.67,12.3,7,2.0,1.0,1.0,0.0,,2.0
28.4,13.9,4,1.0,1.0,0.0,0.0,,2.0
37.51,20.5,7,1.0,0.0,0.0,1.0,,1.0
43.97,11.7,7,1.0,1.0,1.0,0.0,,2.0
29.59,24.9,6,1.0,0.0,0.0,1.0,,2.0
18.25,20.6,5,0.0,0.0,0.0,1.0,,2.0
34.74,18.2,6,0.0,2.0,1.0,1.0,,1.0
18.54,12.5,7,1.0,0.0,0.0,1.0,,0.0
10.87,11.1,4,0.0,2.0,0.0,1.0,,3.0
35.31,15.9,4,0.0,1.0,1.0,1.0,,1.0
36.59,24.4,5,0.0,2.0,0.0,1.0,,4.0
34.48,22.6,4,0.0,2.0,0.0,0.0,,1.0
6.37,19.7,7,1.0,0.0,0.0,0.0,,4.0
39.4,16.1,6,0.0,1.0,1.0,0.0,,4.0
22.51,22.1,4,1.0,1.0,1.0,1.0,,3.0
32.54,14.2,6,0.0,1.0,0.0,1.0,,2.0
9.24,24.4,7,1.0,1.0,0.0,0.0,,3.0
31.14,14.1,5,2.0,0.0,0.0,1.0,,3.0
40.66,12.0,7,2.0,1.0,1.0,0.0,,1.0
16.43,15.5,4,0.0,1.0,0.0,1.0,,3.0
9.28,19.3,6,2.0,0.0,1.0,0.0,,1.0
31.89,15.5,7,1.0,2.0,1.0,1.0,,2.0
18.49,21.9,5,0.0,2.0,0.0,1.0,,4.0
43.83,19.8,5,2.0,0.0,0.0,1.0,,1.0
43.02,24.3,5,2.0,0.0,0.0,1.0,,0.0
22.97,11.1,5,2.0,1.0,1.0,1.0,,3.0
10.5,12.1,6,0.0,2.0,1.0,1.0,,2.0
35.8,21.6,6,2.0,2.0,0.0,0.0,,4.0
24.43,10.8,4,2.0,2.0,0.0,1.0,,3.0
40.02,22.3,4,0.0,1.0,0.0,0.0,,0.0
34.24,21.8,6,2.0,1.0,0.0,0.0,,1.0
8.33,22.1,6,2.0,0.0,0.0,0.0,,1.0
39.6,11.2,4,2.0,1.0,0.0,0.0,,1.0
5.88,11.7,5,2.0,2.0,1.0,0.0,,4.0
29.15,11.6,5,2.0,1.0,1.0,1.0,,1.0
41.51,11.9,5,2.0,0.0,0.0,1.0,,4.0
22.63,12.2,7,1.0,2.0,1.0,0.0,,2.0
30.69,10.1,7,1.0,2.0,1.0,1.0,,4.0
24.03,21.1,4,1.0,2.0,0.0,1.0,,1.0
5.98,13.0,4,2.0,0.0,0.0,0.0,,3.0
33.7,12.1,4,0.0,2.0,1.0,1.0,,4.0
42.89,18.9,4,0.0,1.0,0.0,0.0,,4.0
23.65,21.5,6,1.0,1.0,1.0,1.0,,2.0
9.43,15.1,5,2.0,1.0,0.0,0.0,,2.0
19.59,13.0,7,0.0,2.0,1.0,1.0,,2.0
39.59,20.7,7,0.0,2.0,1.0,1.0,,3.0
30.76,10.1,4,1.0,0.0,0.0,1.0,,3.0
9.24,24.4,7,1.0,1.0,0.0,0.0,,3.0
5.06,20.2,4,1.0,0.0,0.0,0.0,,3.0
43.71,11.4,7,0.0,2.0,0.0,1.0,,1.0
34.97,15.4,5,0.0,1.0,0.0,0.0,,2.0
32.5,11.1,6,0.0,2.0,1.0,0.0,,4.0
8.3,19.0,6,0.0,1.0,1.0,0.0,,1.0
13.74,14.3,5,1.0,1.0,1.0,0.0,,0.0
4.92,11.4,5,2.0,0.0,0.0,0.0,,4.0
4.97,24.7,5,1.0,0.0,0.0,1.0,,3.0
13.04,18.7,5,1.0,1.0,0.0,1.0,,0.0
39.6,11.2,4,2.0,1.0,0.0,0.0,,1.0
8.29,10.6,6,2.0,0.0,0.0,1.0,,2.0
31.21,10.4,4,2.0,0.0,0.0,0.0,,0.0
37.37,13.7,6,0.0,0.0,0.0,1.0,,2.0
40.9,12.2,6,2.0,0.0,0.0,1.0,,4.0
17.27,10.6,4,0.0,1.0,1.0,1.0,,2.0
19.57,24.7,7,1.0,0.0,1.0,1.0,,2.0
40.97,22.7,6,2.0,0.0,1.0,0.0,,4.0
23.68,20.5,4,1.0,0.0,0.0,0.0,,0.0
35.76,13.3,5,1.0,2.0,1.0,0.0,,1.0
24.18,16.4,7,2.0,1.0,0.0,0.0,,3.0
16.53,22.8,6,2.0,0.0,0.0,1.0,,1.0
34.45,24.1,7,2.0,0.0,0.0,0.0,,1.0
13.32,21.4,6,0.0,1.0,0.0,0.0,,0.0
4.75,14.0,7,2.0,2.0,1.0,1.0,,1.0
26.87,22.6,4,1.0,0.0,0.0,0.0,,2.0
40.04,23.6,5,2.0,1.0,0.0,0.0,,2.0
20.15,24.9,4,1.0,0.0,1.0,0.0,,3.0
9.0,22.5,4,1.0,2.0,0.0,0.0,,3.0
40.66,21.1,6,0.0,1.0,1.0,0.0,,2.0
39.59,16.6,4,1.0,0.0,0.0,0.0,,1.0
42.01,20.5,6,2.0,1.0,0.0,0.0,,1.0
24.37,16.7,7,0.0,1.0,1.0,1.0,,1.0
22.85,15.6,7,2.0,0.0,0.0,0.0,,1.0
27.27,13.1,6,0.0,0.0,0.0,1.0,,0.0
8.16,15.4,7,1.0,1.0,0.0,1.0,,0.0
8.98,13.4,7,2.0,0.0,0.0,1.0,,2.0
28.47,22.6,7,1.0,0.0,0.0,0.0,,0.0
35.76,24.7,4,0.0,0.0,0.0,1.0,,3.0
4.53,15.3,4,1.0,1.0,0.0,0.0,,0.0
28.6,13.6,7,0.0,0.0,1.0,1.0,,4.0
43.18,16.7,5,2.0,1.0,1.0,0.0,,0.0
22.55,19.0,4,2.0,0.0,1.0,0.0,,0.0
10.89,23.6,5,1.0,2.0,1.0,0.0,,4.0
33.35,11.8,4,1.0,1.0,1.0,1.0,,3.0
28.89,15.4,5,0.0,2.0,0.0,0.0,,2.0
38.02,20.6,6,1.0,0.0,1.0,0.0,,4.0
14.89,11.3,7,0.0,1.0,1.0,0.0,,1.0
11.17,18.0,4,2.0,1.0,0.0,0.0,,2.0
42.31,12.0,4,2.0,0.0,1.0,0.0,,1.0
16.43,15.5,4,0.0,1.0,0.0,1.0,,3.0
12.52,18.3,6,2.0,1.0,1.0,0.0,,2.0
7.5,11.8,7,0.0,1.0,1.0,1.0,,0.0
5.11,14.5,4,0.0,2.0,0.0,0.0,,2.0
5.01,11.7,5,2.0,0.0,1.0,0.0,,2.0
21.73,24.6,6,2.0,2.0,0.0,1.0,,2.0
36.75,24.2,4,2.0,0.0,1.0,1.0,,3.0
9.33,15.7,7,2.0,1.0,1.0,1.0,,2.0
5.26,16.3,7,0.0,2.0,1.0,1.0,,0.0
27.78,12.3,7,2.0,2.0,0.0,1.0,,3.0
37.59,22.1,6,0.0,2.0,0.0,0.0,,4.0
33.06,16.9,6,0.0,1.0,0.0,1.0,,3.0
8.39,19.6,5,0.0,1.0,1.0,0.0,,2.0
29.54,14.4,7,1.0,0.0,0.0,1.0,,2.0
39.55,19.5,4,1.0,0.0,1.0,1.0,,3.0
20.52,10.9,4,1.0,0.0,1.0,1.0,,2.0
4.87,11.2,7,2.0,1.0,1.0,0.0,,3.0
40.66,12.0,7,2.0,1.0,1.0,0.0,,1.0
6.75,14.3,4,0.0,1.0,1.0,1.0,,0.0
37.33,10.9,5,0.0,2.0,1.0,1.0,,3.0
43.81,10.8,6,2.0,0.0,0.0,1.0,,2.0
10.85,15.1,4,0.0,0.0,0.0,1.0,,1.0
30.18,17.0,4,0.0,2.0,0.0,0.0,,0.0
13.55,11.0,4,2.0,2.0,1.0,1.0,,1.0
11.44,21.3,7,0.0,1.0,0.0,1.0,,1.0
43.97,11.7,7,1.0,1.0,1.0,0.0,,2.0
31.87,16.8,6,1.0,2.0,1.0,0.0,,3.0
25.58,14.1,4,1.0,1.0,1.0,0.0,,2.0
10.89,23.6,5,1.0,2.0,1.0,0.0,,4.0
29.73,18.2,6,1.0,2.0,0.0,0.0,,3.0
38.04,22.0,5,1.0,1.0,0.0,1.0,,0.0
27.8,23.9,4,1.0,1.0,1.0,0.0,,4.0
37.86,19.8,6,2.0,2.0,1.0,0.0,,2.0
33.28,11.3,6,1.0,1.0,1.0,0.0,,2.0
5.5,16.1,6,1.0,0.0,1.0,1.0,,1.0
40.6,13.0,7,1.0,1.0,1.0,0.0,,1.0
7.26,17.5,7,2.0,2.0,0.0,0.0,,1.0
44.33,22.7,7,1.0,1.0,0.0,1.0,,4.0
18.01,15.5,6,1.0,1.0,1.0,0.0,,2.0
44.76,15.4,4,1.0,1.0,1.0,1.0,,0.0
31.55,23.1,6,2.0,1.0,0.0,0.0,,3.0
16.07,23.3,7,1.0,0.0,0.0,0.0,,2.0
26.14,10.9,4,0.0,1.0,1.0,0.0,,2.0
28.31,19.8,6,0.0,1.0,0.0,1.0,,3.0
30.27,11.8,6,0.0,1.0,0.0,1.0,,4.0
33.86,12.0,5,2.0,0.0,0.0,1.0,,0.0
28.89,15.4,5,0.0,2.0,0.0,0.0,,2.0
40.9,12.2,6,2.0,0.0,0.0,1.0,,4.0
33.49,10.9,6,1.0,2.0,1.0,1.0,,3.0
17.3,21.1,5,2.0,1.0,0.0,1.0,,3.0
16.53,22.8,6,2.0,0.0,0.0,1.0,,1.0
43.02,24.3,5,2.0,0.0,0.0,1.0,,0.0
24.8,10.4,5,1.0,0.0,1.0,1.0,,0.0
6.92,24.7,6,0.0,1.0,0.0,0.0,,1.0
20.96,21.1,4,1.0,2.0,0.0,0.0,,0.0
9.73,24.4,6,1.0,2.0,0.0,0.0,,1.0
21.98,19.2,7,2.0,0.0,0.0,1.0,,1.0
31.02,17.6,5,0.0,2.0,1.0,1.0,,0.0
42.95,21.6,5,2.0,0.0,0.0,0.0,,4.0
5.78,16.1,7,0.0,1.0,1.0,0.0,,0.0
28.49,16.5,6,1.0,1.0,0.0,0.0,,2.0
41.41,10.2,5,0.0,1.0,0.0,0.0,,4.0
37.03,13.3,7,1.0,1.0,0.0,0.0,,3.0
7.67,11.0,6,1.0,0.0,0.0,1.0,,2.0
30.71,21.8,6,2.0,2.0,0.0,1.0,,2.0
12.64,16.3,7,1.0,1.0,1.0,1.0,,3.0
33.86,12.0,5,2.0,0.0,0.0,1.0,,0.0
27.22,15.0,6,2.0,1.0,1.0,0.0,,3.0
22.66,16.7,7,0.0,0.0,1.0,1.0,,1.0
40.25,24.2,5,0.0,2.0,1.0,0.0,,2.0
7.35,16.3,7,0.0,0.0,1.0,0.0,,4.0
29.22,19.5,4,2.0,1.0,0.0,1.0,,2.0
27.71,21.6,6,0.0,2.0,0.0,1.0,,3.0
40.93,23.5,7,0.0,0.0,1.0,0.0,,0.0
7.92,14.2,4,0.0,0.0,0.0,0.0,,4.0
37.54,24.7,6,2.0,1.0,1.0,1.0,,4.0
39.83,14.9,7,1.0,1.0,1.0,1.0,,3.0
11.13,14.8,7,0.0,2.0,0.0,1.0,,3.0
