Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
99.96,6.3,5,,0.0,0.0,1.0,0.0,1.0
194.09,7.0,2,,1.0,1.0,1.0,0.0,
53.03,8.5,2,,0.0,1.0,1.0,0.0,3.0
295.26,7.7,2,,,1.0,0.0,,3.0
189.5,11.8,2,,0.0,0.0,1.0,1.0,
102.51,10.4,5,,1.0,1.0,1.0,0.0,0.0
277.7,14.0,5,,,1.0,1.0,1.0,1.0
140.35,13.2,5,,,0.0,1.0,,3.0
33.38,11.7,5,,,0.0,1.0,0.0,2.0
55.61,9.5,5,,0.0,0.0,0.0,,2.0
218.03,9.1,4,,,0.0,1.0,,0.0
249.36,6.6,2,,0.0,0.0,1.0,,1.0
152.72,8.0,4,,1.0,0.0,1.0,0.0,2.0
266.21,6.1,5,,1.0,1.0,1.0,0.0,2.0
173.17,10.4,2,,0.0,1.0,0.0,,
158.48,10.5,2,,0.0,0.0,0.0,,0.0
204.1,14.8,4,,1.0,1.0,0.0,,
54.76,11.4,5,,,1.0,1.0,1.0,0.0
179.12,10.6,5,,0.0,0.0,0.0,0.0,1.0
262.47,10.2,4,,0.0,0.0,0.0,,2.0
136.78,10.5,5,,0.0,0.0,0.0,1.0,0.0
71.13,8.3,4,,,1.0,0.0,,2.0
49.38,7.2,4,,1.0,1.0,1.0,0.0,0.0
159.03,12.3,5,,,1.0,0.0,,0.0
56.42,6.6,5,,1.0,1.0,0.0,1.0,
262.65,6.7,4,,1.0,1.0,1.0,0.0,3.0
151.27,11.9,2,,1.0,1.0,1.0,0.0,3.0
247.22,11.7,4,,,1.0,0.0,0.0,1.0
188.66,12.2,5,,,0.0,0.0,,
48.94,13.6,4,,0.0,0.0,1.0,1.0,1.0
148.4,6.9,4,,1.0,1.0,0.0,0.0,0.0
222.09,14.1,5,,1.0,0.0,1.0,,2.0
246.53,9.2,5,,0.0,0.0,1.0,1.0,
221.45,13.6,5,,0.0,1.0,1.0,1.0,2.0
135.97,12.3,4,,1.0,1.0,1.0,,3.0
164.72,14.6,5,,0.0,1.0,0.0,1.0,
44.09,11.4,4,,1.0,1.0,0.0,,2.0
269.53,7.8,4,,1.0,0.0,1.0,1.0,2.0
90.42,13.5,5,,0.0,0.0,0.0,,3.0
217.24,13.7,5,,1.0,0.0,0.0,0.0,1.0
162.31,8.8,4,,,0.0,1.0,,
128.57,13.5,5,,1.0,1.0,0.0,0.0,2.0
167.04,10.1,5,,0.0,1.0,0.0,,1.0
167.74,6.0,5,,1.0,0.0,0.0,0.0,0.0
132.3,7.0,2,,0.0,0.0,1.0,,3.0
94.69,6.1,5,,1.0,0.0,0.0,0.0,
220.56,9.3,5,,0.0,0.0,0.0,,1.0
67.85,7.3,5,,0.0,1.0,0.0,1.0,
163.52,13.5,5,,1.0,0.0,1.0,0.0,3.0
140.78,14.1,2,,1.0,0.0,0.0,0.0,
151.28,9.3,2,,1.0,0.0,1.0,1.0,3.0
88.2,7.5,5,,,1.0,0.0,,2.0
245.52,14.2,4,,1.0,0.0,0.0,1.0,
110.44,8.8,4,,,1.0,0.0,,2.0
276.48,14.8,2,,1.0,1.0,1.0,,3.0
158.77,10.9,2,,0.0,1.0,1.0,0.0,3.0
270.77,11.1,2,,1.0,0.0,1.0,1.0,1.0
47.65,5.5,5,,1.0,1.0,0.0,,3.0
226.66,6.8,2,,,1.0,1.0,1.0,2.0
233.12,14.5,5,,1.0,1.0,1.0,0.0,3.0
297.96,5.7,5,,1.0,0.0,1.0,1.0,1.0
38.6,9.2,4,,0.0,1.0,1.0,1.0,3.0
80.14,10.0,2,,1.0,0.0,0.0,,1.0
81.06,6.3,5,,,1.0,1.0,,
94.02,5.6,2,,0.0,0.0,0.0,0.0,0.0
248.09,12.1,5,,1.0,0.0,0.0,1.0,
264.79,7.6,2,,1.0,1.0,1.0,0.0,
105.83,5.6,5,,0.0,0.0,1.0,1.0,0.0
111.56,5.8,5,,1.0,1.0,0.0,1.0,3.0
46.84,6.7,2,,1.0,0.0,0.0,0.0,0.0
128.06,8.4,4,,0.0,0.0,1.0,,
52.7,5.2,2,,1.0,1.0,1.0,1.0,0.0
129.8,13.0,4,,1.0,0.0,0.0,,0.0
200.58,11.6,4,,,1.0,0.0,0.0,1.0
86.54,14.9,4,,0.0,1.0,1.0,1.0,2.0
107.68,10.9,5,,0.0,1.0,0.0,1.0,2.0
177.4,12.8,2,,0.0,0.0,1.0,,1.0
86.6,11.7,5,,1.0,0.0,1.0,1.0,
266.45,9.9,4,,1.0,0.0,0.0,,0.0
176.16,14.7,5,,0.0,0.0,1.0,,0.0
60.55,12.9,5,,0.0,0.0,0.0,1.0,1.0
283.01,6.4,5,,0.0,0.0,0.0,0.0,1.0
152.16,9.8,2,,1.0,0.0,0.0,,3.0
65.47,7.1,2,,1.0,0.0,0.0,0.0,2.0
105.83,11.8,5,,1.0,0.0,1.0,,1.0
159.06,5.3,2,,1.0,1.0,1.0,,0.0
237.87,12.7,4,,0.0,0.0,1.0,1.0,2.0
239.28,8.1,4,,1.0,1.0,1.0,1.0,0.0
83.87,13.2,2,,1.0,1.0,0.0,1.0,2.0
239.07,14.7,5,,,0.0,1.0,1.0,1.0
71.13,5.6,5,,0.0,0.0,0.0,0.0,0.0
125.86,7.2,4,,1.0,0.0,0.0,,1.0
41.56,7.2,5,,,1.0,1.0,0.0,1.0
172.76,14.0,2,,1.0,0.0,1.0,1.0,2.0
234.73,14.9,5,,0.0,0.0,0.0,0.0,1.0
98.32,8.6,4,,0.0,1.0,0.0,0.0,2.0
82.56,14.2,5,,,1.0,1.0,1.0,1.0
161.32,11.8,2,,,1.0,1.0,1.0,3.0
61.43,8.6,5,,0.0,0.0,1.0,0.0,3.0
237.99,6.5,2,,,1.0,0.0,1.0,
256.81,14.5,4,,0.0,0.0,1.0,,2.0
104.3,7.4,2,,,0.0,0.0,0.0,1.0
146.0,10.9,2,,0.0,0.0,1.0,,3.0
54.91,13.7,4,,,0.0,1.0,0.0,0.0
140.48,14.3,4,,1.0,1.0,1.0,0.0,3.0
194.65,8.9,2,,,1.0,0.0,1.0,3.0
140.81,14.4,2,,1.0,1.0,1.0,1.0,0.0
229.81,7.9,5,,,0.0,1.0,0.0,1.0
162.07,5.6,4,,0.0,0.0,0.0,0.0,
278.74,5.6,4,,1.0,0.0,1.0,0.0,1.0
94.87,6.5,5,,,1.0,1.0,1.0,2.0
54.2,13.2,5,,1.0,0.0,0.0,,0.0
124.14,7.7,4,,,0.0,0.0,1.0,
179.35,12.2,4,,0.0,1.0,0.0,1.0,0.0
203.47,7.9,2,,,1.0,1.0,0.0,1.0
285.36,8.7,5,,,0.0,0.0,0.0,2.0
174.33,11.6,5,,1.0,1.0,1.0,,
225.96,11.7,2,,1.0,1.0,0.0,1.0,2.0
124.45,8.6,5,,,1.0,1.0,1.0,
37.19,11.5,4,,,1.0,0.0,1.0,
41.79,13.1,5,,0.0,0.0,1.0,1.0,
286.22,6.8,4,,0.0,1.0,0.0,,2.0
241.13,10.9,2,,0.0,1.0,0.0,0.0,0.0
282.65,14.8,4,,,0.0,1.0,,3.0
299.75,9.2,5,,0.0,0.0,0.0,1.0,1.0
166.48,10.1,4,,1.0,1.0,0.0,,2.0
252.53,6.5,4,,1.0,0.0,1.0,1.0,
90.23,6.4,4,,1.0,0.0,1.0,1.0,0.0
299.67,10.6,4,,0.0,1.0,1.0,0.0,1.0
172.33,10.2,5,,1.0,0.0,0.0,,1.0
66.83,7.2,2,,,1.0,1.0,0.0,0.0
129.99,12.2,2,,,0.0,0.0,,3.0
284.58,11.7,2,,0.0,0.0,0.0,1.0,
232.35,8.1,5,,0.0,0.0,1.0,,2.0
294.06,14.4,4,,0.0,1.0,1.0,,
269.43,9.2,5,,,1.0,0.0,,
281.45,6.8,5,,1.0,0.0,1.0,0.0,2.0
265.23,13.8,5,,1.0,0.0,0.0,,2.0
262.43,8.6,4,,,1.0,0.0,,
298.14,14.8,5,,1.0,1.0,0.0,0.0,
160.76,7.6,2,,,1.0,1.0,1.0,3.0
168.42,5.9,5,,,0.0,0.0,0.0,3.0
75.83,13.5,4,,,1.0,1.0,1.0,1.0
124.33,7.6,4,,1.0,0.0,0.0,1.0,1.0
101.07,11.3,5,,1.0,0.0,1.0,,0.0
273.31,6.9,5,,0.0,1.0,0.0,1.0,0.0
62.06,5.2,2,,0.0,0.0,1.0,,3.0
88.43,12.4,5,,1.0,0.0,1.0,,
145.67,14.1,2,,,0.0,0.0,1.0,
296.45,14.0,4,,0.0,0.0,0.0,1.0,1.0
225.93,12.9,5,,1.0,1.0,0.0,,1.0
290.57,10.7,5,,1.0,1.0,0.0,1.0,1.0
173.69,5.3,2,,1.0,1.0,0.0,0.0,1.0
261.28,9.8,5,,,1.0,1.0,0.0,3.0
34.35,14.7,4,,,1.0,0.0,,0.0
242.35,13.1,4,,1.0,0.0,0.0,1.0,
130.24,12.3,5,,0.0,1.0,1.0,0.0,1.0
96.54,10.0,5,,,1.0,1.0,,3.0
220.69,14.5,4,,0.0,1.0,0.0,,1.0
278.03,7.5,5,,1.0,1.0,1.0,1.0,2.0
242.79,8.5,4,,1.0,0.0,0.0,,
59.75,7.7,4,,0.0,1.0,0.0,0.0,1.0
105.31,6.6,4,,,1.0,0.0,0.0,
274.76,8.7,5,,1.0,0.0,0.0,0.0,1.0
209.77,13.6,4,,,0.0,1.0,,
285.53,7.7,5,,0.0,1.0,0.0,,0.0
134.97,8.2,2,,0.0,0.0,1.0,1.0,1.0
126.5,13.4,2,,0.0,1.0,1.0,0.0,1.0
238.66,9.2,2,,,0.0,1.0,,
131.03,6.1,4,,,0.0,0.0,,3.0
284.68,8.2,2,,0.0,0.0,1.0,0.0,0.0
198.99,5.3,4,,1.0,0.0,1.0,,0.0
225.78,7.6,5,,,0.0,0.0,1.0,1.0
215.45,7.8,2,,0.0,1.0,0.0,0.0,3.0
84.42,10.7,5,,,0.0,1.0,1.0,0.0
198.08,13.9,5,,0.0,0.0,1.0,0.0,2.0
277.99,6.9,2,,,0.0,1.0,0.0,0.0
124.44,6.4,5,,0.0,1.0,1.0,,3.0
222.17,10.8,4,,1.0,0.0,0.0,1.0,0.0
183.55,7.4,5,,0.0,1.0,1.0,1.0,3.0
226.92,5.9,4,,,1.0,0.0,1.0,3.0
75.31,7.6,2,,0.0,0.0,0.0,,0.0
135.33,13.1,5,,1.0,0.0,1.0,1.0,
84.37,8.6,5,,0.0,0.0,1.0,0.0,1.0
290.7,5.0,2,,,0.0,1.0,1.0,3.0
62.51,13.4,5,,,1.0,0.0,0.0,1.0
244.05,7.4,4,,,1.0,1.0,,2.0
65.16,7.9,5,,,1.0,0.0,,1.0
209.02,11.3,4,,0.0,1.0,1.0,0.0,1.0
218.38,11.1,4,,0.0,0.0,1.0,1.0,
281.68,12.3,4,,,1.0,0.0,1.0,2.0
35.04,8.2,2,,,1.0,1.0,,0.0
291.26,9.4,4,,1.0,1.0,1.0,0.0,2.0
285.04,6.8,4,,,1.0,1.0,1.0,1.0
42.84,13.5,5,,,1.0,0.0,0.0,1.0
282.29,7.1,2,,0.0,1.0,1.0,1.0,2.0
48.45,7.1,2,,1.0,0.0,0.0,1.0,
123.09,14.7,5,,0.0,1.0,0.0,,
298.92,5.5,2,,0.0,1.0,1.0,,0.0
110.79,7.7,5,,0.0,1.0,1.0,,3.0
207.35,12.4,2,,,0.0,1.0,1.0,
250.73,5.4,2,,,0.0,1.0,1.0,2.0
199.69,13.5,5,,1.0,0.0,0.0,,1.0
164.03,11.5,2,,1.0,1.0,1.0,,2.0
39.11,10.6,5,,0.0,1.0,0.0,1.0,2.0
210.75,7.8,2,,1.0,1.0,1.0,,1.0
192.38,7.6,2,,0.0,1.0,1.0,1.0,0.0
88.06,5.5,2,,1.0,1.0,1.0,,0.0
214.99,9.7,5,,0.0,1.0,0.0,0.0,
255.17,5.4,2,,0.0,1.0,0.0,0.0,1.0
100.84,11.8,4,,,1.0,1.0,,2.0
155.36,5.7,4,,1.0,0.0,0.0,0.0,
123.08,8.1,5,,0.0,0.0,0.0,0.0,2.0
232.94,14.7,2,,1.0,0.0,1.0,,2.0
202.79,13.5,5,,0.0,1.0,0.0,0.0,0.0
205.64,5.5,2,,,1.0,0.0,1.0,
106.55,10.9,5,,,0.0,1.0,,
265.35,11.5,5,,1.0,1.0,1.0,,3.0
130.98,13.8,5,,0.0,1.0,1.0,1.0,2.0
290.56,10.5,2,,,1.0,1.0,0.0,2.0
254.74,11.3,5,,,1.0,0.0,0.0,1.0
73.35,6.6,5,,1.0,0.0,0.0,,1.0
121.58,9.7,2,,1.0,0.0,1.0,1.0,3.0
111.3,10.2,2,,0.0,1.0,1.0,,2.0
260.45,13.3,4,,,0.0,0.0,,1.0
233.88,9.4,4,,0.0,1.0,1.0,,
251.21,10.9,2,,0.0,1.0,1.0,0.0,2.0
201.47,12.7,5,,1.0,1.0,1.0,1.0,0.0
252.66,11.2,2,,0.0,0.0,0.0,,1.0
186.4,9.7,4,,0.0,0.0,1.0,,1.0
77.92,6.8,2,,1.0,0.0,1.0,0.0,1.0
261.75,10.1,5,,0.0,0.0,1.0,,1.0
295.89,7.4,2,,1.0,1.0,0.0,,0.0
217.11,9.0,5,,,0.0,1.0,0.0,
94.47,9.3,4,,0.0,1.0,0.0,1.0,
189.13,5.8,4,,,0.0,1.0,1.0,3.0
209.62,9.6,4,,,0.0,1.0,1.0,
235.49,6.8,5,,0.0,0.0,1.0,,2.0
149.94,8.8,4,,0.0,1.0,1.0,,
289.99,7.8,4,,0.0,0.0,1.0,1.0,2.0
231.82,11.7,5,,1.0,0.0,1.0,0.0,
252.73,13.0,2,,,1.0,1.0,1.0,1.0
92.8,10.6,4,,,1.0,1.0,,2.0
45.2,13.2,4,,0.0,0.0,1.0,,2.0
146.61,8.4,2,,0.0,1.0,0.0,0.0,0.0
89.87,6.0,2,,,1.0,0.0,0.0,
109.38,10.6,5,,,0.0,0.0,,2.0
34.43,8.1,4,,0.0,1.0,0.0,,3.0
224.02,6.2,5,,1.0,1.0,1.0,1.0,
60.21,10.4,2,,0.0,0.0,1.0,0.0,1.0
195.67,11.0,5,,0.0,0.0,0.0,,0.0
191.97,7.8,4,,,0.0,0.0,,1.0
182.6,8.0,4,,0.0,0.0,1.0,,3.0
155.74,9.4,5,,0.0,1.0,0.0,0.0,3.0
123.56,7.6,5,,,0.0,1.0,1.0,0.0
139.71,13.8,2,,0.0,0.0,0.0,1.0,
269.73,13.1,4,,1.0,1.0,0.0,,
96.91,11.6,5,,0.0,0.0,0.0,0.0,2.0
178.41,11.5,4,,1.0,0.0,0.0,0.0,
196.49,9.8,5,,,1.0,1.0,0.0,2.0
147.45,12.3,5,,0.0,1.0,1.0,,2.0
64.78,6.3,5,,0.0,0.0,0.0,0.0,3.0
94.63,10.8,4,,,1.0,1.0,1.0,2.0
86.91,6.5,4,,1.0,0.0,1.0,1.0,
277.3,12.4,2,,,1.0,0.0,0.0,0.0
238.6,10.7,5,,0.0,0.0,1.0,0.0,0.0
203.63,10.8,4,,1.0,0.0,1.0,,1.0
199.15,7.4,5,,1.0,0.0,1.0,0.0,3.0
147.9,11.2,2,,0.0,0.0,1.0,1.0,1.0
50.08,7.2,2,,1.0,0.0,1.0,0.0,0.0
223.63,12.0,4,,0.0,1.0,0.0,1.0,1.0
195.0,12.4,5,,,1.0,1.0,0.0,1.0
95.42,10.6,2,,,0.0,0.0,0.0,0.0
211.8,12.2,4,,1.0,0.0,0.0,1.0,3.0
104.7,13.6,4,,0.0,0.0,0.0,,
171.48,6.5,5,,0.0,1.0,0.0,,
222.01,11.0,2,,0.0,1.0,0.0,1.0,
220.42,13.4,5,,0.0,0.0,1.0,0.0,3.0
237.99,9.5,5,,0.0,1.0,1.0,1.0,0.0
230.29,9.1,2,,0.0,1.0,1.0,1.0,2.0
53.01,11.4,2,,1.0,1.0,1.0,,3.0
138.4,5.6,5,,1.0,0.0,1.0,,2.0
100.23,7.1,5,,0.0,0.0,0.0,,0.0
79.03,12.0,4,,1.0,1.0,1.0,1.0,0.0
173.52,7.2,5,,0.0,0.0,1.0,1.0,
154.71,7.5,5,,0.0,0.0,1.0,0.0,0.0
290.12,5.5,2,,,0.0,1.0,0.0,3.0
87.53,13.6,4,,,1.0,0.0,0.0,3.0
80.89,11.7,2,,,0.0,1.0,0.0,2.0
114.42,8.0,2,,,1.0,1.0,1.0,
91.88,6.5,4,,1.0,1.0,0.0,1.0,3.0
154.53,13.2,4,,,1.0,0.0,,0.0
213.14,12.8,5,,0.0,0.0,0.0,,2.0
225.51,15.0,5,,,1.0,0.0,,2.0
64.84,12.9,2,,,0.0,0.0,,0.0
263.8,13.6,4,,0.0,1.0,1.0,0.0,3.0
233.25,12.0,2,,,0.0,0.0,0.0,1.0
258.94,13.1,2,,,0.0,1.0,1.0,
81.36,10.6,4,,0.0,0.0,1.0,,
196.65,8.9,2,,0.0,1.0,1.0,,0.0
140.22,9.7,2,,1.0,0.0,0.0,0.0,3.0
120.36,14.2,4,,0.0,1.0,0.0,0.0,
269.63,5.6,4,,1.0,1.0,1.0,0.0,1.0
244.71,5.7,2,,0.0,1.0,1.0,1.0,1.0
263.22,10.5,5,,1.0,1.0,1.0,1.0,
249.82,12.0,4,,0.0,0.0,1.0,,1.0
90.22,10.8,2,,,1.0,0.0,1.0,0.0
107.14,10.6,2,,1.0,0.0,0.0,0.0,1.0
260.5,5.4,5,,0.0,0.0,0.0,0.0,
202.84,5.8,5,,0.0,1.0,1.0,0.0,1.0
82.2,7.9,2,,0.0,0.0,1.0,,0.0
295.68,12.3,5,,0.0,0.0,1.0,,
251.06,9.3,2,,,0.0,0.0,1.0,2.0
131.64,14.5,5,,1.0,0.0,1.0,0.0,1.0
199.93,12.6,4,,0.0,0.0,1.0,,0.0
185.29,5.7,2,,,0.0,0.0,,3.0
253.82,10.7,5,,1.0,1.0,0.0,1.0,
224.56,7.9,5,,,0.0,0.0,,
99.75,14.2,5,,0.0,0.0,1.0,1.0,
283.69,14.3,5,,1.0,0.0,0.0,1.0,0.0
139.99,9.5,2,,0.0,1.0,1.0,0.0,0.0
243.76,9.4,2,,,0.0,1.0,,2.0
220.94,7.7,4,,1.0,1.0,1.0,1.0,0.0
105.32,7.5,4,,,1.0,1.0,,2.0
87.86,9.2,5,,0.0,1.0,0.0,1.0,2.0
99.53,13.6,2,,0.0,0.0,1.0,0.0,1.0
298.29,5.4,4,,0.0,0.0,1.0,,2.0
152.64,14.7,4,,,1.0,1.0,1.0,3.0
109.28,9.3,5,,0.0,0.0,0.0,1.0,0.0
88.18,6.6,4,,,0.0,0.0,0.0,
78.37,6.0,2,,,1.0,0.0,0.0,1.0
215.75,10.4,2,,,1.0,1.0,,1.0
60.83,13.1,5,,,0.0,0.0,0.0,3.0
180.25,12.8,4,,1.0,1.0,0.0,1.0,2.0
292.8,8.0,5,,,0.0,1.0,0.0,0.0
297.42,13.3,5,,0.0,1.0,1.0,0.0,2.0
124.89,9.5,2,,1.0,1.0,0.0,0.0,2.0
113.64,7.9,5,,0.0,1.0,0.0,0.0,3.0
240.96,12.2,4,,1.0,0.0,1.0,1.0,0.0
98.01,5.3,2,,,1.0,0.0,0.0,1.0
114.26,7.2,5,,,0.0,0.0,1.0,2.0
182.88,7.0,4,,0.0,1.0,1.0,1.0,1.0
150.61,10.6,5,,0.0,1.0,1.0,,2.0
294.25,13.7,4,,0.0,1.0,1.0,,
55.81,6.2,4,,0.0,1.0,0.0,0.0,
149.79,10.4,5,,1.0,1.0,1.0,0.0,3.0
53.51,7.7,5,,1.0,0.0,0.0,,2.0
287.59,7.2,5,,,0.0,0.0,0.0,0.0
144.01,12.5,2,,1.0,0.0,1.0,,0.0
280.81,8.6,5,,,1.0,0.0,,
91.3,5.8,2,,,0.0,0.0,1.0,0.0
172.72,8.2,2,,0.0,0.0,0.0,,
133.54,12.1,4,,,1.0,0.0,,3.0
176.09,13.8,5,,1.0,1.0,0.0,1.0,0.0
185.03,13.1,4,,0.0,0.0,0.0,,0.0
130.24,10.8,4,,0.0,0.0,1.0,1.0,
183.92,7.3,4,,1.0,0.0,0.0,1.0,0.0
232.57,9.0,4,,,1.0,1.0,1.0,2.0
122.06,9.6,5,,,1.0,0.0,0.0,3.0
233.69,9.7,4,,1.0,1.0,1.0,1.0,3.0
88.33,14.0,4,,0.0,0.0,1.0,,3.0
36.06,9.5,4,,0.0,0.0,1.0,0.0,1.0
261.78,13.8,5,,,0.0,0.0,,3.0
189.0,12.8,4,,1.0,0.0,1.0,,1.0
271.48,10.7,4,,1.0,0.0,1.0,1.0,
208.34,9.3,4,,0.0,0.0,1.0,1.0,1.0
88.07,12.4,4,,0.0,1.0,1.0,,
69.72,7.4,4,,0.0,1.0,0.0,,3.0
211.04,10.7,4,,,1.0,1.0,1.0,
289.93,6.1,2,,0.0,0.0,1.0,1.0,2.0
50.25,14.5,5,,1.0,0.0,1.0,0.0,3.0
156.05,5.1,5,,1.0,0.0,1.0,,
67.23,6.0,2,,0.0,0.0,0.0,1.0,
251.38,14.6,5,,,0.0,1.0,0.0,
129.71,13.7,2,,1.0,0.0,1.0,0.0,3.0
155.78,10.8,5,,,1.0,0.0,,0.0
168.37,11.1,4,,1.0,1.0,1.0,1.0,1.0
132.03,8.9,2,,1.0,0.0,1.0,0.0,1.0
107.08,9.9,4,,0.0,0.0,1.0,0.0,3.0
262.87,10.1,2,,,0.0,1.0,1.0,0.0
193.65,10.9,2,,0.0,0.0,1.0,,1.0
266.72,13.1,2,,0.0,0.0,0.0,0.0,2.0
153.43,7.9,4,,,1.0,1.0,,3.0
86.46,11.0,4,,,1.0,0.0,,1.0
177.29,14.6,2,,,0.0,1.0,0.0,0.0
290.44,6.3,4,,,1.0,0.0,,1.0
101.02,6.0,4,,0.0,1.0,1.0,1.0,0.0
