Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
26.2,14.5,7,,0.0,0.0,,2.0,0.0
15.59,23.7,7,,1.0,0.0,,2.0,1.0
19.77,17.8,4,,0.0,1.0,1.0,0.0,0.0
12.14,17.4,5,1.0,0.0,1.0,1.0,2.0,4.0
30.05,22.2,5,1.0,,1.0,1.0,0.0,
24.85,15.3,7,,1.0,0.0,,0.0,1.0
13.83,15.4,5,2.0,,1.0,1.0,2.0,1.0
33.73,14.1,5,1.0,,0.0,,2.0,
10.62,18.5,7,,1.0,0.0,,1.0,
7.36,17.2,4,0.0,0.0,1.0,1.0,0.0,1.0
15.82,21.9,4,2.0,2.0,1.0,1.0,1.0,3.0
30.38,21.4,4,1.0,0.0,0.0,,1.0,0.0
21.7,19.8,4,1.0,,0.0,,2.0,3.0
11.86,13.9,5,1.0,1.0,0.0,0.0,2.0,1.0
8.04,20.4,5,0.0,,0.0,0.0,2.0,0.0
21.42,23.5,5,1.0,,0.0,,1.0,2.0
16.89,14.6,7,,0.0,0.0,0.0,2.0,
18.0,16.0,4,1.0,2.0,0.0,0.0,0.0,0.0
8.37,18.3,4,0.0,,0.0,1.0,1.0,0.0
28.39,19.7,4,1.0,,1.0,0.0,2.0,2.0
24.47,15.2,4,1.0,,1.0,0.0,1.0,0.0
20.06,23.0,4,1.0,1.0,1.0,,1.0,2.0
23.33,18.0,4,1.0,,0.0,0.0,0.0,1.0
23.11,16.5,7,,,1.0,,1.0,4.0
19.3,17.1,5,1.0,1.0,0.0,0.0,2.0,4.0
4.29,15.8,5,0.0,,0.0,,0.0,1.0
28.83,18.3,4,1.0,2.0,0.0,0.0,1.0,2.0
8.36,23.4,5,0.0,,0.0,,2.0,4.0
26.86,22.4,4,1.0,0.0,1.0,0.0,1.0,
29.76,16.8,5,,1.0,1.0,,1.0,1.0
15.56,16.5,5,1.0,2.0,1.0,,0.0,4.0
22.91,18.4,4,,,0.0,0.0,1.0,1.0
22.61,18.3,7,,1.0,0.0,1.0,0.0,0.0
9.06,14.7,5,0.0,1.0,1.0,1.0,2.0,0.0
32.0,12.2,4,1.0,1.0,1.0,1.0,0.0,2.0
17.61,17.0,4,1.0,2.0,0.0,1.0,0.0,1.0
26.2,22.9,5,1.0,,0.0,1.0,2.0,
12.73,12.8,7,,2.0,1.0,0.0,2.0,3.0
20.3,16.2,4,1.0,,0.0,1.0,1.0,3.0
10.34,18.2,5,2.0,2.0,1.0,1.0,2.0,0.0
12.44,16.2,4,1.0,2.0,0.0,0.0,1.0,3.0
11.37,17.7,7,,,1.0,1.0,0.0,1.0
22.06,13.5,4,1.0,2.0,1.0,,2.0,0.0
6.64,14.0,4,0.0,0.0,1.0,,0.0,0.0
16.74,20.3,4,2.0,,1.0,0.0,2.0,2.0
8.79,19.5,5,0.0,1.0,0.0,1.0,1.0,1.0
9.18,12.1,5,0.0,0.0,0.0,,0.0,3.0
23.21,19.3,5,1.0,,0.0,1.0,2.0,3.0
10.16,14.9,5,2.0,0.0,0.0,,1.0,0.0
11.79,22.8,4,1.0,,1.0,0.0,2.0,3.0
17.65,17.3,7,,,0.0,1.0,2.0,1.0
28.98,23.0,4,1.0,0.0,1.0,1.0,1.0,4.0
22.47,23.5,4,1.0,1.0,1.0,0.0,0.0,4.0
10.32,21.4,4,2.0,2.0,0.0,1.0,0.0,0.0
15.1,15.4,4,2.0,1.0,0.0,,0.0,
16.95,14.7,4,2.0,2.0,0.0,1.0,1.0,0.0
16.31,15.5,7,,1.0,1.0,,1.0,
11.64,20.2,4,1.0,2.0,1.0,,1.0,1.0
8.75,23.4,4,0.0,1.0,1.0,1.0,1.0,0.0
14.1,12.9,5,1.0,1.0,1.0,,1.0,0.0
21.4,15.2,5,1.0,2.0,0.0,0.0,1.0,4.0
18.63,21.6,5,1.0,1.0,1.0,1.0,1.0,0.0
29.11,20.8,5,1.0,,1.0,,2.0,3.0
20.8,12.5,4,,1.0,1.0,0.0,1.0,3.0
30.83,15.4,5,1.0,,0.0,1.0,0.0,4.0
8.73,16.5,4,0.0,,0.0,1.0,0.0,3.0
28.81,20.8,7,,,0.0,,1.0,
28.86,12.3,7,,0.0,1.0,1.0,0.0,
21.88,22.9,7,,,0.0,1.0,1.0,
10.15,17.0,5,1.0,2.0,0.0,1.0,2.0,4.0
14.72,19.2,4,1.0,0.0,1.0,,0.0,3.0
19.46,20.9,4,1.0,,0.0,1.0,2.0,2.0
30.78,12.1,4,1.0,,1.0,0.0,1.0,4.0
10.08,17.6,5,1.0,1.0,1.0,0.0,0.0,3.0
18.78,14.8,5,1.0,,1.0,,0.0,2.0
17.25,19.1,5,1.0,0.0,1.0,0.0,0.0,2.0
16.95,23.6,4,2.0,0.0,1.0,,1.0,0.0
11.85,19.1,7,,2.0,1.0,,1.0,4.0
8.67,23.0,5,0.0,1.0,0.0,,1.0,2.0
10.73,22.9,5,1.0,2.0,0.0,0.0,2.0,3.0
6.62,12.0,4,0.0,0.0,0.0,1.0,0.0,2.0
13.99,19.0,5,1.0,,1.0,1.0,2.0,3.0
11.99,17.6,5,1.0,2.0,1.0,1.0,2.0,2.0
9.05,18.2,4,0.0,1.0,0.0,,0.0,3.0
22.4,23.5,7,,,1.0,,2.0,1.0
16.45,22.2,7,,2.0,1.0,,2.0,
21.31,17.5,5,1.0,0.0,0.0,1.0,0.0,2.0
5.13,20.0,5,0.0,,1.0,1.0,2.0,2.0
24.9,14.8,5,1.0,,1.0,0.0,0.0,2.0
7.84,15.2,4,0.0,2.0,1.0,,2.0,4.0
30.53,12.5,5,1.0,0.0,1.0,,0.0,0.0
29.69,12.0,5,,,1.0,,1.0,0.0
24.4,19.5,4,,,0.0,1.0,1.0,3.0
14.29,17.2,5,2.0,2.0,0.0,,0.0,3.0
5.73,21.8,4,0.0,,0.0,0.0,0.0,
19.94,19.9,5,1.0,0.0,0.0,1.0,2.0,
11.19,17.6,4,2.0,0.0,0.0,0.0,0.0,1.0
26.49,12.2,4,1.0,2.0,1.0,0.0,1.0,2.0
17.31,21.3,5,2.0,1.0,0.0,,1.0,4.0
13.9,19.9,5,1.0,1.0,1.0,,1.0,3.0
27.68,17.5,4,1.0,,0.0,,0.0,4.0
29.64,18.0,7,,,0.0,,2.0,0.0
4.07,17.7,5,0.0,,1.0,,2.0,3.0
21.05,13.2,5,1.0,,0.0,1.0,0.0,
17.84,21.1,4,2.0,,1.0,0.0,0.0,2.0
24.67,22.3,4,1.0,2.0,1.0,1.0,1.0,4.0
20.0,23.5,5,1.0,1.0,0.0,0.0,0.0,
11.48,15.0,4,2.0,0.0,1.0,0.0,1.0,4.0
16.82,19.5,4,1.0,2.0,0.0,,0.0,2.0
9.3,22.8,4,0.0,,1.0,,1.0,0.0
19.74,17.8,7,,,0.0,,0.0,
13.32,17.3,5,2.0,0.0,0.0,,2.0,4.0
7.74,16.0,5,0.0,,0.0,0.0,1.0,2.0
26.76,23.4,4,1.0,2.0,0.0,,1.0,4.0
12.01,19.3,5,1.0,0.0,1.0,,0.0,2.0
24.77,12.2,5,,0.0,1.0,,2.0,
29.8,16.3,7,,2.0,0.0,,1.0,2.0
4.11,18.4,5,0.0,,0.0,0.0,2.0,3.0
15.94,23.0,4,1.0,,0.0,0.0,0.0,2.0
10.06,16.0,5,1.0,2.0,0.0,,1.0,
9.12,22.3,4,0.0,1.0,1.0,,1.0,2.0
32.97,15.8,5,1.0,2.0,0.0,1.0,1.0,0.0
9.54,14.6,5,0.0,,1.0,,1.0,2.0
18.2,15.6,7,,,0.0,1.0,1.0,3.0
24.03,18.5,7,,2.0,0.0,0.0,1.0,3.0
15.84,15.1,4,2.0,1.0,1.0,0.0,2.0,2.0
14.95,17.4,5,1.0,,1.0,0.0,0.0,4.0
32.27,16.3,4,1.0,,0.0,1.0,2.0,
8.95,14.4,5,0.0,2.0,1.0,0.0,1.0,2.0
33.39,21.5,4,1.0,,0.0,1.0,0.0,2.0
20.2,19.6,4,1.0,1.0,1.0,1.0,2.0,1.0
24.38,19.7,4,1.0,1.0,1.0,,1.0,3.0
11.12,13.8,7,,,1.0,1.0,1.0,0.0
10.99,17.4,4,2.0,,0.0,1.0,2.0,
14.17,12.3,4,2.0,1.0,1.0,1.0,0.0,2.0
15.53,15.6,7,,,0.0,,2.0,0.0
20.92,18.1,7,,,1.0,1.0,0.0,3.0
22.24,17.1,5,1.0,2.0,1.0,1.0,2.0,0.0
16.74,18.7,7,,2.0,0.0,,2.0,2.0
13.82,18.2,7,,,1.0,1.0,1.0,1.0
6.95,12.2,5,0.0,2.0,0.0,1.0,1.0,3.0
15.66,17.3,7,,2.0,0.0,1.0,2.0,4.0
13.44,19.0,5,1.0,0.0,0.0,0.0,0.0,0.0
11.58,22.7,5,1.0,0.0,1.0,0.0,0.0,4.0
32.92,12.8,5,1.0,0.0,1.0,0.0,2.0,
32.81,22.0,4,1.0,,1.0,0.0,1.0,0.0
19.37,13.1,5,1.0,,0.0,1.0,2.0,1.0
21.58,23.3,7,,,1.0,1.0,2.0,0.0
4.29,20.2,4,0.0,1.0,0.0,0.0,2.0,
27.6,12.6,5,1.0,1.0,0.0,,0.0,0.0
13.59,22.0,5,1.0,1.0,0.0,0.0,0.0,1.0
26.03,20.5,7,,2.0,0.0,1.0,0.0,1.0
22.69,16.9,7,,1.0,1.0,0.0,1.0,
14.49,14.0,4,2.0,2.0,0.0,,1.0,4.0
19.72,23.6,5,1.0,0.0,1.0,,1.0,1.0
11.37,18.1,5,1.0,,0.0,,1.0,2.0
10.16,14.3,5,1.0,0.0,1.0,1.0,2.0,3.0
26.39,13.1,5,1.0,0.0,0.0,0.0,1.0,1.0
21.46,17.5,5,1.0,,0.0,,1.0,0.0
23.48,23.2,7,,1.0,1.0,0.0,2.0,2.0
24.01,23.9,5,,1.0,0.0,,2.0,3.0
8.36,20.5,4,0.0,,0.0,0.0,0.0,2.0
15.72,18.8,7,,,1.0,,2.0,3.0
33.78,18.5,4,1.0,,0.0,0.0,2.0,
10.88,21.9,5,1.0,,1.0,,1.0,0.0
17.26,23.4,7,,0.0,0.0,,0.0,4.0
20.38,23.1,7,,0.0,1.0,,0.0,1.0
14.89,21.2,4,2.0,1.0,1.0,0.0,0.0,2.0
7.79,13.1,5,0.0,,0.0,1.0,2.0,4.0
34.29,23.2,5,1.0,,0.0,,2.0,2.0
8.72,13.4,5,0.0,0.0,0.0,0.0,2.0,2.0
17.43,12.1,5,1.0,1.0,0.0,,1.0,
17.16,14.2,5,2.0,,1.0,1.0,2.0,0.0
21.55,15.2,5,1.0,,0.0,,0.0,2.0
8.5,12.9,5,0.0,0.0,0.0,1.0,0.0,4.0
12.56,23.4,5,1.0,1.0,0.0,,0.0,1.0
5.75,12.0,4,0.0,1.0,0.0,1.0,1.0,3.0
14.34,17.8,5,1.0,1.0,0.0,0.0,2.0,
33.01,17.4,5,1.0,,0.0,1.0,2.0,
14.7,20.4,4,1.0,2.0,1.0,0.0,2.0,1.0
19.68,15.5,4,1.0,,1.0,0.0,2.0,4.0
13.82,15.3,4,1.0,,1.0,0.0,0.0,2.0
19.86,20.8,5,1.0,,1.0,0.0,0.0,3.0
8.46,14.3,4,0.0,1.0,0.0,1.0,2.0,2.0
31.97,18.1,4,1.0,0.0,0.0,,1.0,1.0
5.09,13.1,4,0.0,2.0,1.0,1.0,2.0,2.0
17.06,18.0,4,2.0,,0.0,0.0,0.0,2.0
26.47,18.5,7,,1.0,1.0,,2.0,
11.97,18.9,7,,2.0,1.0,,1.0,2.0
8.92,20.4,4,0.0,1.0,1.0,1.0,2.0,4.0
29.64,22.6,4,1.0,1.0,1.0,1.0,0.0,
9.12,18.6,4,0.0,0.0,0.0,1.0,1.0,
28.52,13.6,5,1.0,0.0,1.0,1.0,0.0,3.0
16.39,23.1,7,,0.0,0.0,,2.0,
12.31,19.6,4,2.0,,1.0,,0.0,1.0
11.91,18.6,4,2.0,,1.0,0.0,1.0,4.0
18.87,18.2,7,,2.0,1.0,0.0,1.0,1.0
10.53,18.5,4,2.0,,0.0,1.0,1.0,4.0
22.43,15.7,4,1.0,,1.0,,2.0,1.0
8.98,15.9,5,0.0,2.0,1.0,0.0,1.0,4.0
28.42,12.3,4,1.0,1.0,0.0,0.0,0.0,0.0
15.96,12.8,5,1.0,2.0,0.0,1.0,2.0,
16.17,22.2,5,1.0,,0.0,1.0,2.0,3.0
22.02,18.9,5,1.0,1.0,1.0,0.0,0.0,0.0
5.5,22.3,5,0.0,1.0,0.0,,0.0,
29.73,23.8,5,1.0,,0.0,,2.0,2.0
12.38,12.1,5,2.0,1.0,1.0,,2.0,1.0
15.2,13.4,7,,1.0,1.0,1.0,0.0,
28.5,15.5,7,,,1.0,1.0,1.0,0.0
25.75,23.4,7,,,0.0,1.0,0.0,4.0
16.83,20.0,4,2.0,,1.0,,1.0,4.0
24.36,12.7,4,1.0,,0.0,1.0,1.0,2.0
9.53,24.0,4,0.0,1.0,1.0,0.0,0.0,3.0
7.79,23.9,4,0.0,0.0,0.0,0.0,1.0,4.0
26.24,18.6,4,1.0,,0.0,1.0,0.0,2.0
15.54,21.8,4,1.0,,1.0,,0.0,3.0
15.47,16.2,4,1.0,,0.0,,0.0,
20.97,16.3,4,1.0,,1.0,1.0,0.0,
10.31,15.2,5,1.0,2.0,0.0,,1.0,3.0
32.58,22.0,5,1.0,2.0,1.0,,1.0,1.0
23.63,12.3,5,1.0,2.0,1.0,1.0,1.0,1.0
28.89,17.1,7,,,0.0,0.0,1.0,0.0
23.95,16.1,7,,,1.0,,1.0,1.0
4.69,13.1,4,0.0,,1.0,1.0,1.0,3.0
20.81,12.2,4,1.0,1.0,1.0,1.0,1.0,4.0
4.98,14.5,5,0.0,,0.0,0.0,1.0,
14.34,22.5,5,2.0,0.0,1.0,0.0,2.0,4.0
6.16,12.6,4,0.0,,0.0,,1.0,4.0
13.69,16.3,5,2.0,,0.0,,1.0,3.0
30.21,20.0,4,1.0,1.0,0.0,,0.0,2.0
12.6,22.6,5,1.0,0.0,1.0,,1.0,1.0
27.03,13.5,7,,0.0,1.0,,1.0,1.0
7.03,14.5,4,0.0,,1.0,1.0,1.0,4.0
28.41,14.4,4,1.0,2.0,1.0,,1.0,2.0
15.38,12.8,4,1.0,2.0,0.0,,0.0,3.0
30.03,18.1,4,1.0,0.0,0.0,0.0,1.0,0.0
13.81,23.6,5,,0.0,0.0,,2.0,
24.12,15.3,5,1.0,,0.0,0.0,2.0,0.0
16.64,20.4,4,1.0,,0.0,1.0,2.0,3.0
29.68,12.1,7,,0.0,0.0,,2.0,0.0
23.18,20.9,4,1.0,,1.0,,2.0,1.0
14.8,22.4,7,,,1.0,,1.0,1.0
20.41,15.5,5,1.0,2.0,1.0,0.0,1.0,4.0
29.48,20.5,5,1.0,1.0,1.0,,1.0,3.0
16.53,22.2,5,2.0,,0.0,1.0,1.0,2.0
10.01,13.0,4,2.0,,1.0,,2.0,4.0
24.62,15.4,5,1.0,0.0,0.0,1.0,1.0,2.0
19.65,12.3,7,,,0.0,,0.0,0.0
8.38,13.4,5,0.0,0.0,1.0,1.0,0.0,1.0
28.08,17.2,5,1.0,0.0,1.0,,2.0,
11.23,22.9,7,,1.0,1.0,0.0,0.0,2.0
32.14,16.9,5,1.0,,0.0,,2.0,4.0
32.36,23.5,4,1.0,,0.0,0.0,2.0,4.0
5.12,12.2,4,0.0,1.0,0.0,0.0,2.0,
31.16,23.8,5,1.0,,0.0,,1.0,4.0
4.75,22.3,4,0.0,,1.0,1.0,1.0,2.0
26.11,13.3,5,1.0,2.0,0.0,,1.0,1.0
11.06,19.6,5,1.0,1.0,1.0,1.0,0.0,1.0
29.58,15.5,7,,,0.0,1.0,2.0,1.0
11.45,17.3,4,1.0,,1.0,0.0,2.0,1.0
13.27,22.3,4,2.0,2.0,0.0,0.0,2.0,
7.27,13.1,5,0.0,,1.0,,2.0,2.0
10.66,18.4,4,2.0,,1.0,1.0,0.0,0.0
21.39,21.4,5,1.0,0.0,0.0,,2.0,
28.58,12.6,5,1.0,,1.0,,0.0,0.0
9.39,19.3,4,0.0,2.0,0.0,0.0,1.0,2.0
27.89,14.6,5,1.0,1.0,1.0,1.0,0.0,1.0
8.25,23.0,5,2.0,2.0,0.0,0.0,2.0,3.0
26.17,16.5,4,,0.0,1.0,0.0,0.0,0.0
33.51,23.4,5,1.0,1.0,0.0,1.0,0.0,1.0
6.29,13.7,5,0.0,,1.0,0.0,2.0,2.0
8.21,14.4,4,2.0,1.0,0.0,0.0,2.0,4.0
10.29,21.0,5,2.0,1.0,0.0,,1.0,2.0
18.49,22.0,7,,,1.0,,2.0,3.0
19.56,14.3,5,1.0,1.0,0.0,0.0,2.0,2.0
20.4,13.1,5,1.0,,1.0,1.0,1.0,3.0
17.25,14.0,4,2.0,1.0,1.0,0.0,2.0,
6.15,23.2,4,0.0,2.0,1.0,0.0,1.0,3.0
18.79,19.0,7,,,0.0,,2.0,1.0
28.96,17.4,7,,0.0,0.0,0.0,0.0,1.0
17.52,13.2,5,1.0,,1.0,0.0,2.0,4.0
20.47,15.2,4,1.0,2.0,1.0,,0.0,
12.15,15.9,5,1.0,1.0,0.0,,2.0,2.0
13.44,20.5,4,2.0,1.0,0.0,1.0,0.0,2.0
8.94,21.3,4,0.0,1.0,1.0,,2.0,2.0
14.74,18.9,5,1.0,2.0,1.0,0.0,1.0,4.0
26.66,14.0,7,,0.0,1.0,,1.0,0.0
13.93,17.7,7,,,0.0,,2.0,1.0
16.69,13.7,4,2.0,,0.0,,2.0,0.0
8.35,21.1,5,0.0,,1.0,,2.0,2.0
11.48,16.8,5,1.0,0.0,1.0,0.0,1.0,3.0
9.19,23.9,5,0.0,1.0,1.0,0.0,2.0,1.0
28.68,17.1,7,,0.0,0.0,,1.0,0.0
8.52,18.6,4,0.0,,1.0,,0.0,
13.7,17.7,7,,2.0,1.0,1.0,1.0,4.0
26.9,12.7,7,,,0.0,1.0,1.0,4.0
29.37,19.0,4,1.0,2.0,1.0,0.0,2.0,4.0
15.67,15.3,4,2.0,2.0,1.0,,1.0,
13.35,15.2,4,2.0,,1.0,1.0,1.0,
13.59,17.7,5,2.0,0.0,0.0,1.0,0.0,0.0
20.78,13.7,4,,2.0,0.0,1.0,0.0,0.0
15.01,21.4,5,1.0,0.0,0.0,0.0,0.0,
27.9,12.3,7,,,1.0,,0.0,
24.52,12.6,7,,2.0,0.0,1.0,1.0,0.0
28.19,12.4,5,1.0,1.0,0.0,1.0,2.0,
16.08,23.5,5,1.0,2.0,0.0,0.0,2.0,
6.04,21.5,4,0.0,0.0,1.0,1.0,1.0,1.0
8.59,21.9,5,0.0,1.0,1.0,1.0,0.0,1.0
12.19,21.0,5,2.0,1.0,0.0,1.0,2.0,2.0
7.02,14.3,4,0.0,,0.0,0.0,1.0,
16.04,13.8,7,,,1.0,,2.0,
31.3,20.4,4,1.0,1.0,1.0,,0.0,
11.04,22.2,5,1.0,,0.0,,2.0,
10.97,23.0,5,1.0,2.0,1.0,,1.0,1.0
26.63,23.9,5,1.0,,0.0,1.0,2.0,4.0
12.62,23.0,4,1.0,1.0,1.0,0.0,2.0,3.0
12.13,14.6,7,,,0.0,0.0,0.0,3.0
16.39,15.9,5,1.0,,0.0,1.0,1.0,0.0
15.57,17.5,4,1.0,0.0,0.0,,2.0,2.0
23.23,16.6,5,1.0,2.0,0.0,,1.0,1.0
13.65,21.5,5,2.0,2.0,1.0,0.0,2.0,2.0
9.81,13.7,4,2.0,,1.0,,2.0,0.0
15.5,22.2,4,1.0,1.0,0.0,1.0,1.0,
4.53,19.0,4,0.0,1.0,0.0,0.0,0.0,
18.46,14.0,7,,,0.0,1.0,0.0,0.0
9.63,15.5,5,0.0,,0.0,0.0,0.0,3.0
29.63,16.7,5,1.0,0.0,0.0,0.0,1.0,4.0
15.26,17.3,4,1.0,2.0,0.0,1.0,1.0,1.0
34.6,21.7,5,1.0,,1.0,,2.0,0.0
7.49,24.0,4,0.0,,0.0,,1.0,1.0
27.24,19.5,7,,,0.0,,1.0,2.0
17.08,12.6,4,2.0,1.0,0.0,,1.0,3.0
28.01,22.3,4,1.0,1.0,0.0,0.0,1.0,0.0
23.29,15.1,4,1.0,2.0,1.0,,0.0,
6.29,20.8,4,0.0,0.0,0.0,1.0,1.0,2.0
6.09,23.2,4,0.0,1.0,0.0,1.0,1.0,2.0
16.64,22.9,4,1.0,2.0,1.0,,0.0,1.0
4.48,12.9,4,0.0,0.0,1.0,1.0,1.0,3.0
19.73,23.0,5,,,1.0,,2.0,2.0
14.19,22.8,5,1.0,,0.0,,0.0,3.0
7.61,21.5,5,0.0,1.0,0.0,,1.0,0.0
30.88,18.6,4,1.0,0.0,1.0,,1.0,1.0
16.86,13.2,4,2.0,0.0,0.0,,0.0,2.0
5.91,16.8,5,0.0,1.0,0.0,1.0,1.0,1.0
12.31,20.2,4,1.0,1.0,0.0,,2.0,2.0
23.66,14.3,7,,0.0,1.0,0.0,0.0,3.0
27.79,20.3,7,,,1.0,0.0,2.0,3.0
7.07,22.5,5,0.0,,1.0,,2.0,0.0
25.85,16.3,4,,,0.0,0.0,1.0,0.0
14.56,16.3,4,2.0,1.0,0.0,1.0,2.0,4.0
15.88,16.5,4,2.0,,0.0,,1.0,2.0
9.75,21.8,5,0.0,,1.0,1.0,0.0,3.0
20.41,13.7,4,1.0,,1.0,1.0,0.0,4.0
8.94,12.1,5,0.0,0.0,1.0,1.0,2.0,4.0
31.92,15.6,5,1.0,0.0,1.0,,0.0,3.0
11.51,22.5,4,1.0,0.0,1.0,1.0,0.0,0.0
17.74,19.3,4,2.0,1.0,0.0,1.0,2.0,3.0
6.77,16.3,5,0.0,2.0,1.0,1.0,1.0,1.0
10.47,22.3,5,2.0,2.0,1.0,0.0,2.0,3.0
14.34,15.8,5,2.0,,0.0,1.0,2.0,0.0
6.95,15.4,4,0.0,,1.0,1.0,0.0,2.0
19.86,15.8,4,1.0,1.0,1.0,,1.0,4.0
14.41,17.9,4,2.0,,0.0,1.0,1.0,1.0
17.76,14.5,5,2.0,,1.0,,0.0,3.0
12.71,21.7,4,1.0,0.0,1.0,1.0,1.0,0.0
20.53,13.6,7,,2.0,1.0,,2.0,1.0
12.82,14.3,5,2.0,2.0,0.0,,1.0,2.0
15.8,23.5,5,1.0,,0.0,,0.0,2.0
19.68,15.4,4,1.0,,1.0,,1.0,
17.67,12.7,5,2.0,0.0,1.0,,1.0,1.0
13.36,23.7,4,2.0,,0.0,0.0,0.0,4.0
28.44,17.1,4,1.0,2.0,0.0,1.0,0.0,2.0
15.62,18.7,5,1.0,1.0,0.0,,1.0,4.0
15.79,23.7,4,1.0,,1.0,0.0,1.0,3.0
32.02,22.3,5,1.0,1.0,1.0,1.0,2.0,0.0
9.35,23.3,5,0.0,,0.0,0.0,2.0,2.0
8.06,19.0,5,0.0,,0.0,,0.0,0.0
18.0,22.9,7,,1.0,1.0,1.0,1.0,3.0
